codigo_centro,cod_estado,estado,cod_municipio,municipio,cod_parroquia,parroquia,nombre_centro,numero_mesas,electores_por_mesa,total_electores,source_url,source_api_url,source_hash,cache_ref,presente_tm_2024_v2,presente_tm_2024,presente_tm_2018,presente_tm_2015,incluido_tm_candidato,criterio_inclusion,tm_2024_total_electores,tm_2024_mesas,tm_2018_total_electores,tm_2018_mesas,tm_2015_total_electores,tm_2015_mesas,estado_resolucion,observaciones
150702016,15,NUEVA ESPARTA,07,PENIN. DE MACANAO,02,SAN FRANCISCO,ANTIGUO MERCALITO ROBLEDAL,1,277,277,https://regionales.macedoniadelnorte.com/nueva-esparta/penin-de-macanao/san-francisco/antiguo-mercalito-robledal,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f496346dcb57892ffcc,b05ffce7724589dd0cd49a54db1088562f22641b44d0b20cd16ae45fa231e25b,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f496346dcb57892ffcc__1f0b3cd9ba955a37.json,si,si,no,no,si,regionales_2025_1_mesa__presente_tm_2024_v2_y_tm_2024__ausente_2018_2015,277,1,,,,,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
150901016,15,NUEVA ESPARTA,09,TUBORES,01,CM. PUNTA DE PIEDRAS,STADIUM JOSE JESUS GOMEZ IBARRA,1,269,269,https://regionales.macedoniadelnorte.com/nueva-esparta/tubores/cm-punta-de-piedras/stadium-jose-jesus-gomez-ibarra,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f496346dcb578930044,2731e5e14d23235ed412664484f32ef4f2583e64fe8e2462483f9c71b9bef6c1,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f496346dcb578930044__b07c32adc5870ec9.json,si,si,si,si,no,,269,1,215,1,214,1,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
150901019,15,NUEVA ESPARTA,09,TUBORES,01,CM. PUNTA DE PIEDRAS,UNIDAD EDUCATIVA SAN MIGUEL ARCANGEL,0,,1883,https://regionales.macedoniadelnorte.com/nueva-esparta/tubores/cm-punta-de-piedras/unidad-educativa-san-miguel-arcangel,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f496346dcb578930044,2731e5e14d23235ed412664484f32ef4f2583e64fe8e2462483f9c71b9bef6c1,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f496346dcb578930044__b07c32adc5870ec9.json,si,no,no,no,no,,,,,,,,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
150901023,15,NUEVA ESPARTA,09,TUBORES,01,CM. PUNTA DE PIEDRAS,EMBARCADERO NAVAL EL INDIO,1,119,119,https://regionales.macedoniadelnorte.com/nueva-esparta/tubores/cm-punta-de-piedras/embarcadero-naval-el-indio,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f496346dcb578930044,2731e5e14d23235ed412664484f32ef4f2583e64fe8e2462483f9c71b9bef6c1,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f496346dcb578930044__b07c32adc5870ec9.json,si,si,no,no,si,regionales_2025_1_mesa__presente_tm_2024_v2_y_tm_2024__ausente_2018_2015,119,1,,,,,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
160801013,16,PORTUGUESA,08,TUREN,01,CM. VILLA BRUZUAL,CENTRO DE CAPACITACION EN ARTES Y OFICIO AMALIA MORANDI,1,1103,1103,https://regionales.macedoniadelnorte.com/portuguesa/turen/cm-villa-bruzual/centro-de-capacitacion-en-artes-y-oficio-amalia-morandi,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f4a6346dcb578930ab7,0c817deafe231dda7bae2243efca8473984367a13e94fda07b04566c89beb8f8,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f4a6346dcb578930ab7__5a6bd231c0a22102.json,si,si,si,si,no,,1104,2,1268,2,1251,3,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
170302009,17,SUCRE,03,BERMUDEZ,02,SANTA ROSA,UNIDAD GERONTOLOGICA JOSE MANUEL ZUNIAGA.,2,,1380,https://regionales.macedoniadelnorte.com/sucre/bermudez/santa-rosa/unidad-gerontologica-jose-manuel-zuniaga,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f4b6346dcb578931098,a27cdda5c5478bc84588ca9b14be4af80ffe5c04c4ba2a29eef87b3742dd657e,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f4b6346dcb578931098__f08bed417dbe3376.json,si,si,si,si,no,,1380,2,1238,2,1248,3,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
170706001,17,SUCRE,07,MONTES,06,SAN LORENZO,ESCUELA CONCENTRADA RURAL BOLIVARIANA LAS TRINCHERAS,1,363,363,https://regionales.macedoniadelnorte.com/sucre/montes/san-lorenzo/escuela-concentrada-rural-bolivariana-las-trincheras,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f4b6346dcb578931386,9b7f810a38f1ee80a23127d4b463cd4c416a1584a1f8f36bd2151ae8a1e9b52c,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f4b6346dcb578931386__260647e0e26a30ad.json,si,si,si,si,no,,363,1,340,1,340,1,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
170706003,17,SUCRE,07,MONTES,06,SAN LORENZO,ESCUELA BOLIVARIANA LA FRAGUA,1,224,224,https://regionales.macedoniadelnorte.com/sucre/montes/san-lorenzo/escuela-bolivariana-la-fragua,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f4b6346dcb578931386,9b7f810a38f1ee80a23127d4b463cd4c416a1584a1f8f36bd2151ae8a1e9b52c,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f4b6346dcb578931386__260647e0e26a30ad.json,si,si,si,si,no,,224,1,284,1,285,1,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
170902002,17,SUCRE,09,SUCRE,02,AYACUCHO,UNIVERSIDAD EXPERIMENTAL DE LA FUERZA ARMADA,1,687,687,https://regionales.macedoniadelnorte.com/sucre/sucre/ayacucho/universidad-experimental-de-la-fuerza-armada,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f4b6346dcb578931639,3b1365160399a0f85bcbb0edd1b88c83c147d4f1683d02e17a938a8cc73da7cb,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f4b6346dcb578931639__e81b28a59dc2fb37.json,si,si,si,si,no,,687,1,835,2,839,2,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
170902003,17,SUCRE,09,SUCRE,02,AYACUCHO,ASILO DE ANCIANOS SAN VICENTE DE PAUL,0,,840,https://regionales.macedoniadelnorte.com/sucre/sucre/ayacucho/asilo-de-ancianos-san-vicente-de-paul,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f4b6346dcb578931639,3b1365160399a0f85bcbb0edd1b88c83c147d4f1683d02e17a938a8cc73da7cb,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f4b6346dcb578931639__e81b28a59dc2fb37.json,si,no,si,si,no,,,,988,2,987,2,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
180101009,18,TÁCHIRA,01,AYACUCHO,01,CM. COLON,UNIDAD EDUCATIVA ESTADAL ANDRES BELLO,3,,2334,https://regionales.macedoniadelnorte.com/tachira/ayacucho/cm-colon/unidad-educativa-estadal-andres-bello,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f4c6346dcb578931b31,708dca23711ebcd8765125abee69dba4fb224a9a02be759aa0659074614a1224,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f4c6346dcb578931b31__04c54b39e210cf9d.json,si,si,no,si,no,,2334,3,,,2938,6,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
180103004,18,TÁCHIRA,01,AYACUCHO,03,SAN PEDRO DEL RIO,ESCUELA BOLIVARIANA S/N NER 358 SECTOR LA LAJA,1,119,119,https://regionales.macedoniadelnorte.com/tachira/ayacucho/san-pedro-del-rio/escuela-bolivariana-sn-ner-358-sector-la-laja,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f4c6346dcb578931c03,951b82aa94bae42f288a0fbb29cf8b0bcd62b7da71dc21e31671cf00c6c4ed26,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f4c6346dcb578931c03__b7e8b51cc1c74e28.json,si,si,si,si,no,,119,1,158,1,153,1,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
180301014,18,TÁCHIRA,03,CAPACHO NUEVO,01,CM. CAPACHO NUEVO,ESCUELA DE LABORES NOCTURNA INDEPENDENCIA,1,432,432,https://regionales.macedoniadelnorte.com/tachira/capacho-nuevo/cm-capacho-nuevo/escuela-de-labores-nocturna-independencia,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f4c6346dcb578931cab,fc2ef678b680795d9a60239f82216ec98b2f0597c3f1299b1d2df8c712001c45,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f4c6346dcb578931cab__9e60cdf98474a59f.json,si,si,si,si,no,,432,1,289,1,277,1,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
180302009,18,TÁCHIRA,03,CAPACHO NUEVO,02,JUAN GERMAN ROSCIO,CLUB SOCIAL PAN DE AZUCAR,1,181,181,https://regionales.macedoniadelnorte.com/tachira/capacho-nuevo/juan-german-roscio/club-social-pan-de-azucar,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f4c6346dcb578931d0d,ccb895ed434a05d57a845fd6ca7296ba5e9ab5aa3e20002aeae28f3decdf00a7,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f4c6346dcb578931d0d__0c94e8a2da780d62.json,si,si,no,no,si,regionales_2025_1_mesa__presente_tm_2024_v2_y_tm_2024__ausente_2018_2015,181,1,,,,,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
180402011,18,TÁCHIRA,04,CARDENAS,02,LA FLORIDA,ESCUELA CONCENTRADA MIXTA NACIONAL NÚMERO 2635,0,,59,https://regionales.macedoniadelnorte.com/tachira/cardenas/la-florida/escuela-concentrada-mixta-nacional-numero-2635,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f536346dcb5789386cb,286cb729cf6f8fec50cb5249c5ed24026ba8c9cbfe28529f5d920a591c3c1e09,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f536346dcb5789386cb__e525fa43881b1a7f.json,si,no,si,si,no,,,,54,1,55,1,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
180801022,18,TÁCHIRA,08,SAN CRISTOBAL,01,LA CONCORDIA,ESCUELA ESTADAL UNITARIA 199,1,238,238,https://regionales.macedoniadelnorte.com/tachira/san-cristobal/la-concordia/escuela-estadal-unitaria-199,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f4c6346dcb578931f7b,aa094d7a74566b7c5baf8699956e9eda2b0bb7d107cc357c183576adf632beb0,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f4c6346dcb578931f7b__28a05baa801fe413.json,si,si,si,si,no,,238,1,277,1,270,1,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
180901008,18,TÁCHIRA,09,URIBANTE,01,CM. PREGONERO,ESCUELA BOLIVARIANA ANA YSABEL CONTRERAS DE BELANDRIA AULA ANEXA ESTENSION TENEGA,0,,111,https://regionales.macedoniadelnorte.com/tachira/uribante/cm-pregonero/escuela-bolivariana-ana-ysabel-contreras-de-belandria-aula-anexa-estension-tenega,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f4c6346dcb57893217f,c40ba5185a46f0fdcd368a94977bf41f80ee207f0a0a4d5528111ebcd242bdbd,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f4c6346dcb57893217f__cdb691ebe8ae38a4.json,si,si,si,si,no,,111,1,112,1,114,1,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
180902004,18,TÁCHIRA,09,URIBANTE,02,CARDENAS,ESCUELA BASICA BOLIVARIANA CONCENTRADA N° 11 NER 412,0,,57,https://regionales.macedoniadelnorte.com/tachira/uribante/cardenas/escuela-basica-bolivariana-concentrada-n-11-ner-412,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f4c6346dcb5789321d5,f70a1ec2115f8346c9ff711df014c8dbae5b84fc63b63656e8767a666ab0d073,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f4c6346dcb5789321d5__5dbc282155b79c1f.json,si,no,si,si,no,,,,53,1,55,1,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
181801012,18,TÁCHIRA,18,ANDRES BELLO,01,CM. CORDERO,ESCUELA BASICA ESTADAL UNITARIA BOLIVARIANA 165 NER 533 EL GUAMAL,1,46,46,https://regionales.macedoniadelnorte.com/tachira/andres-bello/cm-cordero/escuela-basica-estadal-unitaria-bolivariana-165-ner-533-el-guamal,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f4d6346dcb578932567,8ab628d98d3d73c87a190257bdd3b3a7c9bd6838b00b79c1617ff4ad336bd358,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f4d6346dcb578932567__7cef02048b774eed.json,si,si,si,si,no,,46,1,62,1,65,1,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
191203009,19,TRUJILLO,12,PAMPAN,03,LA PAZ,ALDEA BOLIVARIANA - LA PAZ,2,,1334,https://regionales.macedoniadelnorte.com/trujillo/pampan/la-paz/aldea-bolivariana-la-paz,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f4e6346dcb578933272,9f4dcc634b9218cb1ae45b764f7911c0eb32a15c5d99c277f5b44b0037307f61,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f4e6346dcb578933272__5c5c12d46e9da9b9.json,si,si,si,si,no,,1334,2,988,2,955,2,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
200303010,20,YARACUY,03,NIRGUA,03,TEMERLA,CASA COMUNAL LA PICA FRIA,1,116,116,https://regionales.macedoniadelnorte.com/yaracuy/nirgua/temerla/casa-comunal-la-pica-fria,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f4e6346dcb578933894,84a25e9317cc8a1b33a2272e74c59a5231fa2a60a9aadaea404705e0ef236066,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f4e6346dcb578933894__5538ca2764cc7785.json,si,si,si,si,no,,116,1,74,1,77,1,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
210305026,21,ZULIA,03,COLON,05,SANTA BARBARA,CDA ALI PRIMERA,0,,228,https://regionales.macedoniadelnorte.com/zulia/colon/santa-barbara/cda-ali-primera,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f4f6346dcb57893411f,9fd24d1a350d179f9091fe012a84ce918541b77324ec5a9d3775a7228d3afcac,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f4f6346dcb57893411f__6c383a9a190d6ddb.json,si,no,no,no,no,,,,,,,,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
211104002,21,ZULIA,11,LAGUNILLAS,04,CAMPO LARA,ESCUELA  SOCIAL DE AVANZADA CAMPO LARA,2,,1212,https://regionales.macedoniadelnorte.com/zulia/lagunillas/campo-lara/escuela-social-de-avanzada-campo-lara,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f506346dcb578934eb2,6d32027fc091e862af065e016fe1b69246dfc08c30803c7ae2a8552e076e2911,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f506346dcb578934eb2__93e0e0e4f5fc0889.json,si,si,si,si,no,,1212,2,1185,2,1154,2,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
211502004,21,ZULIA,15,VALMORE RODRIGUEZ,02,LA VICTORIA,UNIDAD EDUCATIVA NACIONAL RAFAEL URDANETA,4,,3306,https://regionales.macedoniadelnorte.com/zulia/valmore-rodriguez/la-victoria/unidad-educativa-nacional-rafael-urdaneta,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f506346dcb5789351ba,2bbdf0919b074de7d62c2ad55bd45c3eb5d0e707647962bb4c8668d7ec205cb9,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f506346dcb5789351ba__f62c520c74afc83e.json,si,si,si,si,no,,3304,4,2772,4,2784,5,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
211803033,21,ZULIA,18,SAN FRANCISCO,03,SAN FRANCISCO,ESCUELA BASICA NACIONAL GRAN MARISCAL DE AYACUCHO,5,,4207,https://regionales.macedoniadelnorte.com/zulia/san-francisco/san-francisco/escuela-basica-nacional-gran-mariscal-de-ayacucho,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f506346dcb5789353d1,fa55c03c692084dde5fded3c05ee0de9c34295d56d813e12e5c8778d86dc10a1,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f506346dcb5789353d1__daf2fd9ddc2da8e7.json,si,si,no,no,no,,4205,5,,,,,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
220101023,22,AMAZONAS,01,ATURES,01,FERNANDO GIRON TOVAR,CENTRO EDUCATIVO INTEGRAL BOLIVARIANO RIO VENTUARI,1,489,489,https://regionales.macedoniadelnorte.com/amazonas/atures/fernando-giron-tovar/centro-educativo-integral-bolivariano-rio-ventuari,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f506346dcb578935659,4472c71194c515ecfdd4ca4a11aa82566f906b61d14d9b4036a42bc89305a03c,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f506346dcb578935659__e15d16b53566b526.json,si,no,si,si,no,,,,270,1,283,1,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
220402001,22,AMAZONAS,04,RIO NEGRO,02,SOLANO,ESCUELA BASICA ROMULO GALLEGOS,0,,258,https://regionales.macedoniadelnorte.com/amazonas/rio-negro/solano/escuela-basica-romulo-gallegos,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f536346dcb578938fd1,54c3989b56b869f6c97939090177fad0626cd14ccbd7a35cdc61f59e6306933e,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f536346dcb578938fd1__b9722228462171ad.json,si,no,si,si,no,,,,280,1,264,1,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
220404002,22,AMAZONAS,04,RIO NEGRO,04,COCUY,UNIDAD EDUCATIVA EL COCUY,0,,184,https://regionales.macedoniadelnorte.com/amazonas/rio-negro/cocuy/unidad-educativa-el-cocuy,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f536346dcb578938fe2,c3b2494af83312de9e44bffbf9bb511c7b4efc3b363865f23c577a26434cbfb3,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f536346dcb578938fe2__fd3d2df5b94850e9.json,si,no,no,no,no,,,,,,,,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
220602004,22,AMAZONAS,06,MANAPIARE,02,ALTO VENTUARI,CENTRO MOVIL CAÑO IGUANA,0,,107,https://regionales.macedoniadelnorte.com/amazonas/manapiare/alto-ventuari/centro-movil-cano-iguana,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f536346dcb578939045,5fef4f7a78368f0c021f0012c7089f30062ebb14274541578e1eca940649cd35,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f536346dcb578939045__4a462e2fe9f11c06.json,si,no,si,si,no,,,,107,1,104,1,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
220704002,22,AMAZONAS,07,ALTO ORINOCO,04,MAVACA,UNIDAD EDUCATIVA YANOMAMI I,0,,513,https://regionales.macedoniadelnorte.com/amazonas/alto-orinoco/mavaca/unidad-educativa-yanomami-i,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f536346dcb578939092,97eb0bd3e699d20f6102c07fe9c3ce30c86ee164855baa3b3f88e6ec84e21537,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f536346dcb578939092__72886cc26ae2790c.json,si,no,si,si,no,,,,478,1,467,1,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
230303004,23,DELTA AMACURO,03,ANTONIO DIAZ,03,MANUEL RENAUD,E.B.NTRA. SRA DE LA CONSOLATA - ARAGUABISI,0,,467,https://regionales.macedoniadelnorte.com/delta-amacuro/antonio-diaz/manuel-renaud/ebntra-sra-de-la-consolata-araguabisi,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f536346dcb57893915c,2b22131e3207f3e7f424a4b91baf52f8dfb92af66eaa4716284c639363e9c8ab,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f536346dcb57893915c__75307e98438026e9.json,si,no,si,si,no,,,,589,1,618,2,pendiente,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
240104003,24,LA GUAIRA,01,VARGAS,04,CATIA LA MAR,UNIDAD EDUCATIVA INSTITUTO DE CIENCIAS DEL MAR,2,,1134,https://regionales.macedoniadelnorte.com/la-guaira/vargas/catia-la-mar/unidad-educativa-instituto-de-ciencias-del-mar,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f506346dcb578935b7f,767892d5a7055c825d680448d29da7414ad44493d99ad016feb930856d65470f,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f506346dcb578935b7f__a066e6b6b0f915c0.json,si,si,si,si,no,,1134,2,935,2,893,2,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
240111026,24,LA GUAIRA,01,VARGAS,11,CARLOS SOUBLETTE,DESARROLLO URBANISTICO MARE ABAJO,2,,1162,https://regionales.macedoniadelnorte.com/la-guaira/vargas/carlos-soublette/desarrollo-urbanistico-mare-abajo,https://regionales.macedoniadelnorte.com/api/centros?parroquiaId=681f4f516346dcb578935d79,ac3f965c905fd613127af6e0568abd2f71dd2e2d34d24faa1a943691f0eac839,backend/data/2025/regionales_api_cache/api_centros_parroquiaId_681f4f516346dcb578935d79__0f38658431a6d9c4.json,si,si,si,si,no,,1162,2,248,1,228,1,recuperable,Centro presente en Regionales 2025 y ausente del TM Asamblea 2025.
