"codigo_centro","codigo_cne_nuevo","codigo_viejo","codigo_cne_viejo","nombre_centro","rep_2004","votos_validos","votos_gobierno","votos_oposicion","votos_otros","votos_nulos","total_votos","pct_gobierno","pct_oposicion","participacion","tipo_centro","fuente_url"
"010108025","010108025","1130","1130","UNIDAD ESCOLAR GRAN COLOMBIA","7750","5054","3352","1702","0","0","5054","66.32","33.68","65.21","Computarizado","https://web.archive.org/web/20071114072534id_/http://www.esdata.info:80/centro/1130"
"010108026","010108026","1132","1132","LICEO MARTIN TOVAR PONTE","3129","2016","1009","1007","0","0","2016","50.05","49.95","64.43","Computarizado","https://web.archive.org/web/20071116054825id_/http://esdata.info:80/centro/1132"
"010108028","010108028","1140","1140","LICEO SANTIAGO KEY AYALA","3711","2584","1162","1422","0","0","2584","44.97","55.03","69.63","Computarizado","https://web.archive.org/web/20071121052012id_/http://www.esdata.info:80/centro/1140"
"010108029","010108029","1141","1141","I: N. N. MENCA DE LEONI","420","322","134","188","0","0","322","41.61","58.39","76.67","Computarizado","https://web.archive.org/web/20071205225010id_/http://www.esdata.info:80/centro/1141"
"010108030","010108030","1190","1190","U EDUC BASC 1RO DE MAYO","1979","1358","1105","253","0","0","1358","81.37","18.63","68.62","Computarizado","https://web.archive.org/web/20071125210111id_/http://www.esdata.info:80/centro/1190"
"010108031","010108031","1191","1191","JARDIN DE INFANCIA ARMANDO REVERON","1248","869","643","226","0","0","869","73.99","26.01","69.63","Computarizado","https://web.archive.org/web/20071201150639id_/http://www.esdata.info:80/centro/1191"
"010108032","010108032","1194","1194","JARDIN DE INFANCIA IMAUCITO","511","360","221","139","0","0","360","61.39","38.61","70.45","Computarizado","https://web.archive.org/web/20071204021200id_/http://www.esdata.info:80/centro/1194"
"010108036","010108036","1210","1210","E B NAC BOGOTA","3262","2220","1539","681","0","0","2220","69.32","30.68","68.06","Computarizado","https://web.archive.org/web/20071205220803id_/http://www.esdata.info:80/centro/1210"
"010108037","010108037","1212","1212","COLEGIO GUAICAIPURO","2119","1371","995","376","0","0","1371","72.57","27.43","64.7","Computarizado","https://web.archive.org/web/20071125210116id_/http://www.esdata.info:80/centro/1212"
"010108038","010108038","1262","1262","U EDUC COLEGIO SANTA ANA","1935","1460","857","603","0","0","1460","58.7","41.3","75.45","Computarizado","https://web.archive.org/web/20080224144921id_/http://esdata.info:80/centro/1262"
"010108039","010108039","1290","1290","ESC BASICA PAULO VI","2252","1660","1034","626","0","0","1660","62.29","37.71","73.71","Computarizado","https://web.archive.org/web/20080124150209id_/http://esdata.info:80/centro/1290"
"010108040","010108040","1320","1320","COL NTRA SRA DEL PILAR","2580","1612","596","1016","0","0","1612","36.97","63.03","62.48","Computarizado","https://web.archive.org/web/20071121044851id_/http://www.esdata.info:80/centro/1320"
"010108042","010108042","2955","2955","DISP CIPRIANO YERENA","857","514","330","184","0","0","514","64.2","35.8","59.98","Computarizado","https://web.archive.org/web/20071126013644id_/http://www.esdata.info:80/centro/2955"
"010109001","010109001","1310","1310","COLEGIO MONSE","2187","1423","563","860","0","0","1423","39.56","60.44","65.07","Computarizado","https://web.archive.org/web/20071121052048id_/http://www.esdata.info:80/centro/1310"
"010109002","010109002","1322","1322","INST NVA ESPARTA","2089","1350","570","780","0","0","1350","42.22","57.78","64.62","Computarizado","https://web.archive.org/web/20071126013618id_/http://www.esdata.info:80/centro/1322"
"010109003","010109003","1323","1323","LICEO TERESA CARRENO","2879","1705","800","905","0","0","1705","46.92","53.08","59.22","Computarizado","https://web.archive.org/web/20071121024010id_/http://www.esdata.info:80/centro/1323"
"010109004","010109004","1330","1330","G ESCOLAR FRANCISCO PIMENTEL","6511","4336","1714","2622","0","0","4336","39.53","60.47","66.59","Computarizado","https://web.archive.org/web/20071121015608id_/http://www.esdata.info:80/centro/1330"
"010109005","010109005","1331","1331","CREACION PALMITA","1492","1100","476","624","0","0","1100","43.27","56.73","73.73","Computarizado","https://web.archive.org/web/20071125114121id_/http://www.esdata.info:80/centro/1331"
"010109006","010109006","1340","1340","COLEGIO NUESTRA SE","2696","1884","700","1184","0","0","1884","37.15","62.85","69.88","Computarizado","https://web.archive.org/web/20071126013623id_/http://www.esdata.info:80/centro/1340"
"010110001","010110001","1360","1360","CICLO BASE FIDEL JESUS OROZCO","3823","2205","1775","430","0","0","2205","80.5","19.5","57.68","Computarizado","https://web.archive.org/web/20071205220808id_/http://www.esdata.info:80/centro/1360"
"010110002","010110002","1362","1362","ESC. MUN. LORENZO HERRERA. M.","743","516","428","88","0","0","516","82.95","17.05","69.45","Computarizado","https://web.archive.org/web/20080315171333id_/http://www.esdata.info:80/centro/1362"
"010110003","010110003","1370","1370","U E D ELISA DE IZQUIERDO","2189","1444","1181","263","0","0","1444","81.79","18.21","65.97","Computarizado","https://web.archive.org/web/20071114072820id_/http://www.esdata.info:80/centro/1370"
"010110004","010110004","1380","1380","ESC MANUEL MARIA ECHANDIA","3642","2272","1832","440","0","0","2272","80.63","19.37","62.38","Computarizado","https://web.archive.org/web/20071114003028id_/http://www.esdata.info:80/centro/1380"
"010110005","010110005","1390","1390","GRUPO ESCOLAR FEDERICO QUIROZ","1867","1166","889","277","0","0","1166","76.24","23.76","62.45","Computarizado","https://web.archive.org/web/20071204030645id_/http://www.esdata.info:80/centro/1390"
"010110006","010110006","1400","1400","U E TULIO FEBRES CORDERO","2042","1329","940","389","0","0","1329","70.73","29.27","65.08","Computarizado","https://web.archive.org/web/20071201154801id_/http://www.esdata.info:80/centro/1400"
"010110007","010110007","1401","1401","LICEO LUIS ESPELOZIN","3183","2216","1329","887","0","0","2216","59.97","40.03","69.62","Computarizado","https://web.archive.org/web/20071121044856id_/http://www.esdata.info:80/centro/1401"
"010110008","010110008","1402","1402","ESC BASC 12 DE MARZO","654","500","340","160","0","0","500","68","32","76.45","Computarizado","https://web.archive.org/web/20080208164136id_/http://www.esdata.info:80/centro/1402"
"010110009","010110009","1410","1410","COLEGIO PARROQUIAL SAN RAMON NONATO","2984","1911","1298","613","0","0","1911","67.92","32.08","64.04","Computarizado","https://web.archive.org/web/20071123082808id_/http://www.esdata.info:80/centro/1410"
"010110010","010110010","1411","1411","DISP PARROQUIAL S RAMON NONATO","557","362","237","125","0","0","362","65.47","34.53","64.99","Computarizado","https://web.archive.org/web/20080118152951id_/http://www.esdata.info:80/centro/1411"
"010110011","010110011","1420","1420","GRUPO ESCOLAR AGUSTIN AVELEDO","4362","2800","1729","1071","0","0","2800","61.75","38.25","64.19","Computarizado","https://web.archive.org/web/20071114072828id_/http://www.esdata.info:80/centro/1420"
"010110013","010110013","1430","1430","GRUPO ESCOLAR CIUDAD DE BARCELONA","3011","2037","1149","888","0","0","2037","56.41","43.59","67.65","Computarizado","https://web.archive.org/web/20080203044029id_/http://esdata.info:80/centro/1430"
"010110014","010110014","1431","1431","GUARDERIA INFANTIL CARLOS GUINAND SANDOZ","903","659","393","266","0","0","659","59.64","40.36","72.98","Computarizado","https://web.archive.org/web/20071205213137id_/http://www.esdata.info:80/centro/1431"
"010110015","010110015","1432","1432","COLEGIO GLADYS DE FREITES","1233","898","535","363","0","0","898","59.58","40.42","72.83","Computarizado","https://web.archive.org/web/20080323145857id_/http://www.esdata.info:80/centro/1432"
"010110016","010110016","1433","1433","U E NICANOR BOLET PERAZA","2888","2100","1291","809","0","0","2100","61.48","38.52","72.71","Computarizado","https://web.archive.org/web/20071121044901id_/http://www.esdata.info:80/centro/1433"
"010110017","010110017","1434","1434","GUARD INF FUNDAPOL","125","99","50","49","0","0","99","50.51","49.49","79.2","Computarizado","https://web.archive.org/web/20071114003059id_/http://www.esdata.info:80/centro/1434"
"010110022","010110022","1440","1440","U E MIGUEL ANTONIO CARO","8914","5348","3464","1884","0","0","5348","64.77","35.23","60","Computarizado","https://web.archive.org/web/20071125210121id_/http://www.esdata.info:80/centro/1440"
"010110023","010110023","1441","1441","COLEGIO DR. DAVID PASCOE.","2292","1490","849","641","0","0","1490","56.98","43.02","65.01","Computarizado","https://web.archive.org/web/20071116054840id_/http://www.esdata.info:80/centro/1441"
"010110024","010110024","1450","1450","CICLO BASICO JOSE FELIX BLANCO","1531","1031","532","499","0","0","1031","51.6","48.4","67.34","Computarizado","https://web.archive.org/web/20071123143626id_/http://www.esdata.info:80/centro/1450"
"010110025","010110025","1460","1460","COLEGIO FE Y ALEGRIA MADRE CECILIA CROSS","2481","1450","877","573","0","0","1450","60.48","39.52","58.44","Computarizado","https://web.archive.org/web/20071116054845id_/http://www.esdata.info:80/centro/1460"
"010110026","010110026","1480","1480","ESC MUNICIPAL CECILIA PIMENTEL","2523","1694","980","714","0","0","1694","57.85","42.15","67.14","Computarizado","https://web.archive.org/web/20071205225037id_/http://www.esdata.info:80/centro/1480"
"010110028","010110028","1490","1490","E.N. DIEGO RENATO MEJIAS","2377","1561","853","708","0","0","1561","54.64","45.36","65.67","Computarizado","https://web.archive.org/web/20080124160600id_/http://esdata.info:80/centro/1490"
"010110029","010110029","1491","1491","ESC BASC JOSE ROJAS ARMAS","743","519","305","214","0","0","519","58.77","41.23","69.85","Computarizado","https://web.archive.org/web/20071205120842id_/http://www.esdata.info:80/centro/1491"
"010110030","010110030","1492","1492","COLEGIO PRIVADO AGRAMONTE","1704","1267","713","554","0","0","1267","56.27","43.73","74.35","Computarizado","https://web.archive.org/web/20071130043545id_/http://www.esdata.info:80/centro/1492"
"010110031","010110031","1500","1500","ESCUELA GRADUADA GRACIELA NAVAS TOVAR","2536","1721","1506","215","0","0","1721","87.51","12.49","67.86","Computarizado","https://web.archive.org/web/20080112013848id_/http://www.esdata.info:80/centro/1500"
"010110032","010110032","1510","1510","ESCUELA GRADUADA FLORENCIO JIMENEZ","2476","1468","1089","379","0","0","1468","74.18","25.82","59.29","Computarizado","https://web.archive.org/web/20071204043429id_/http://esdata.info:80/centro/1510"
"010110033","010110033","1520","1520","AMBULATORIO URBANO T-1","2417","1437","952","485","0","0","1437","66.25","33.75","59.45","Computarizado","https://web.archive.org/web/20071123143636id_/http://www.esdata.info:80/centro/1520"
"010110034","010110034","1530","1530","U E NAC RAMON ISIDRO MONTES","3372","2225","1207","1018","0","0","2225","54.25","45.75","65.98","Computarizado","https://web.archive.org/web/20071118085844id_/http://www.esdata.info:80/centro/1530"
"010110035","010110035","1531","1531","ESC BAS JUAN LANDAETA","1151","789","480","309","0","0","789","60.84","39.16","68.55","Computarizado","https://web.archive.org/web/20071203100232id_/http://esdata.info:80/centro/1531"
"010110036","010110036","1532","1532","ESC NAC AMERICA","649","425","270","155","0","0","425","63.53","36.47","65.49","Computarizado","https://web.archive.org/web/20071204030700id_/http://www.esdata.info:80/centro/1532"
"010110037","010110037","1540","1540","ESC NAC CIUDAD DE CARACAS","850","525","263","262","0","0","525","50.1","49.9","61.76","Computarizado","https://web.archive.org/web/20071204030707id_/http://www.esdata.info:80/centro/1540"
"010110038","010110038","1550","1550","CICLO BASICO ANTONIO JOSE DE SUCRE","6192","3855","2547","1308","0","0","3855","66.07","33.93","62.26","Computarizado","https://web.archive.org/web/20071121040912id_/http://www.esdata.info:80/centro/1550"
"010110040","010110040","1560","1560","ESC BASC EDUARDO CALCA","3254","2110","1379","731","0","0","2110","65.36","34.64","64.84","Computarizado","https://web.archive.org/web/20071114062252id_/http://www.esdata.info:80/centro/1560"
"010110041","010110041","1561","1561","COLEGIO SANTISIMA TRINIDAD","2583","1866","1080","786","0","0","1866","57.88","42.12","72.24","Computarizado","https://web.archive.org/web/20071121032621id_/http://www.esdata.info:80/centro/1561"
"010110042","010110042","1562","1562","ESC BAS EL CRISTO","965","693","396","297","0","0","693","57.14","42.86","71.81","Computarizado","https://web.archive.org/web/20080117123334id_/http://www.esdata.info:80/centro/1562"
"010110044","010110044","1570","1570","ESC BAS LOS MAGALLANES","5224","3244","2111","1133","0","0","3244","65.07","34.93","62.1","Computarizado","https://web.archive.org/web/20080124193814id_/http://esdata.info:80/centro/1570"
"010110045","010110045","1580","1580","ESCUELA NACIONAL PEDRO MANUEL RUIZ","3075","2036","1306","730","0","0","2036","64.15","35.85","66.21","Computarizado","https://web.archive.org/web/20071125210126id_/http://www.esdata.info:80/centro/1580"
"010110046","010110046","1590","1590","U E D ISAIAS MEDINA ANGARITA","2782","1913","1423","490","0","0","1913","74.39","25.61","68.76","Computarizado","https://web.archive.org/web/20080124111255id_/http://esdata.info:80/centro/1590"
"010110047","010110047","1600","1600","ESC BASC SAN MARTIN","2373","1522","1221","301","0","0","1522","80.22","19.78","64.14","Computarizado","https://web.archive.org/web/20080107030929id_/http://esdata.info:80/centro/1600"
"010110048","010110048","1611","1611","ESC BASC SAN JOSE","1468","1051","892","159","0","0","1051","84.87","15.13","71.59","Computarizado","https://web.archive.org/web/20071127080227id_/http://www.esdata.info:80/centro/1611"
"010110049","010110049","1620","1620","ESC BASC CARDENAL QUINTERO","2868","1838","1411","427","0","0","1838","76.77","23.23","64.09","Computarizado","https://web.archive.org/web/20071123143641id_/http://www.esdata.info:80/centro/1620"
"010110051","010110051","1630","1630","C P EUGENIO MENDOZA FE-ALEGRIA","5688","3830","2904","926","0","0","3830","75.82","24.18","67.33","Computarizado","https://web.archive.org/web/20071125114137id_/http://www.esdata.info:80/centro/1630"
"010110052","010110052","1631","1631","ESC BASC JUAN DE GURRUCEAGA","2027","1522","1239","283","0","0","1522","81.41","18.59","75.09","Computarizado","https://web.archive.org/web/20080101170637id_/http://www.esdata.info:80/centro/1631"
"010110054","010110054","1640","1640","U E N LICEO ANDRES E BLANCO","4461","2126","1533","593","0","0","2126","72.11","27.89","47.66","Computarizado","https://web.archive.org/web/20071125134647id_/http://www.esdata.info:80/centro/1640"
"010110055","010110055","1641","1641","U E DIV GUSTAVO LEDO","1230","893","557","336","0","0","893","62.37","37.63","72.6","Computarizado","https://web.archive.org/web/20080112013858id_/http://www.esdata.info:80/centro/1641"
"010110056","010110056","1650","1650","COLEGIO SAGRADA FAMILIA.","3171","2270","1362","908","0","0","2270","60","40","71.59","Computarizado","https://web.archive.org/web/20071204013255id_/http://www.esdata.info:80/centro/1650"
"010110057","010110057","1660","1660","U EDUC JOSE ANGEL LAMAS","1047","774","553","221","0","0","774","71.45","28.55","73.93","Computarizado","https://web.archive.org/web/20080101022157id_/http://www.esdata.info:80/centro/1660"
"010110058","010110058","1670","1670","U EDUC ALEJANDRO FUENMAYOR","480","346","211","135","0","0","346","60.98","39.02","72.08","Computarizado","https://web.archive.org/web/20071201173939id_/http://www.esdata.info:80/centro/1670"
"010110059","010110059","1680","1680","ESC BASC MARIANO PICON SALAS","1989","1369","956","413","0","0","1369","69.83","30.17","68.83","Computarizado","https://web.archive.org/web/20071201173944id_/http://www.esdata.info:80/centro/1680"
"010110060","010110060","1690","1690","U E MARIA L ESTRADA MONTUFAR","3592","2319","1717","602","0","0","2319","74.04","25.96","64.56","Computarizado","https://web.archive.org/web/20071121032641id_/http://www.esdata.info:80/centro/1690"
"010110062","010110062","1700","1700","U EDUC JOSE GERVASIO ARTIGAS","4057","2555","1779","776","0","0","2555","69.63","30.37","62.98","Computarizado","https://web.archive.org/web/20071130071407id_/http://www.esdata.info:80/centro/1700"
"010110063","010110063","1710","1710","ESC PARROQUIAL EL VIVERO","3030","2081","1677","404","0","0","2081","80.59","19.41","68.68","Computarizado","https://web.archive.org/web/20071127084030id_/http://www.esdata.info:80/centro/1710"
"010110064","010110064","1720","1720","U E COL PARROQUIAL STA TERESITA","3644","2628","1333","1295","0","0","2628","50.72","49.28","72.12","Computarizado","https://web.archive.org/web/20071121040943id_/http://www.esdata.info:80/centro/1720"
"010110065","010110065","1721","1721","ESC TECNICA INDT JULIO CALCA","1819","1324","799","525","0","0","1324","60.35","39.65","72.79","Computarizado","https://web.archive.org/web/20071121052133id_/http://www.esdata.info:80/centro/1721"
