nombre,lat,lon,riesgo
ESCUELA BASICA RUBEN HURTADO RODRIGUEZ,9.87001,-66.323,1
ESCUELA BASICA RURAL BOLIVARIANA AC-41 EL CASTRERO,9.87444,-67.4545,1
ESCUELA BASICA RURAL GREGORIA DIAZ,10.1566,-68.92,1
ESCUELA BASICA RURAL LA PROVIDENCIA,7.80208,-72.2626,1
ESCUELA BASICA RURAL MONSEÑOR ENRIQUE RODRIGUEZ ALVAREZ,9.85046,-67.4006,1
ESCUELA BASICA RURAL SANTA ELENA DE VIBORAL,9.79583,-63.17,1
ESCUELA BASICA SAN JAIME,9.69061,-63.2443,1
ESCUELA BASICA SAN LUIS,10.0932,-68.6674,1
ESCUELA BASICA SAN MIGUEL,9.74207,-63.2149,1
ESCUELA BASICA SAN RAFAEL. NER 298,10.3393,-68.7481,1
ESCUELA BASICA SAN SIMON,9.73794,-63.2039,1
ESCUELA BASICA SANTA CRUZ NER 206,10.1485,-68.5695,1
ESCUELA BASICA SANTA ELISA,7.85671,-67.6397,1
ESCUELA BASICA SANTA ROSA,9.73889,-68.7139,1
ESCUELA BASICA SANTA ROSALIA,10.0362,-69.4332,1
ESCUELA BASICA SANTA TERESA,7.859,-67.4784,1
ESCUELA BÁSICA SANTA TERESA DE JESÚS,10.4646,-64.1732,1
ESCUELA BASICA SEBASTIAN ARAUJO,8.3541,-70.5676,1
ESCUELA BASICA SILA MOTA DE ROJAS,10.1643,-68.8946,1
ESCUELA BASICA SIMON BOLIVAR,10.0362,-69.3765,1
ESCUELA BASICA SIMON RODRIGUEZ,9.75981,-63.1543,1
ESCUELA BASICA SIMON TORRES,10.3504,-68.714,1
ESCUELA BASICA SUR AMERICA,8.61186,-71.6459,1
ESCUELA BASICA TACHIRA,5.67225,-67.6318,1
ESCUELA BASICA TAPA DE PIEDRA,10.1044,-69.5443,1
ESCUELA BASICA TENIENTE PEDRO CAMEJO,10.0523,-69.3749,1
ESCUELA BASICA TITICARE,10.0173,-69.3336,1
ESCUELA BASICA TOTUMILLO HERMINIA FARIAS,10.0645,-69.115,1
ESCUELA BASICA TOVAR Y TOVAR,10.3164,-68.7844,1
ESCUELA BASICA TRADICIONAL NUMERO 469 ANTONIO JOSE DE SUCRE,9.06286,-69.7218,1
ESCUELA BASICA TRIBU JIRAHARA,10.1528,-68.8986,1
ESCUELA BASICA TRICENTENARIA DE ARAURE,9.57805,-69.2555,1
ESCUELA BASICA TRINA DE MORENO,9.53178,-69.2024,1
ESCUELA BASICA UNITARIA  SAN FRANCISCO DE CANAGUA,8.5634,-70.656,1
ESCUELA BASICA UNITARIA  SANTA MARIA DE PEDRAZA,8.22701,-69.9659,1
ESCUELA BASICA UNITARIA  VALLE HONDO NER 317,8.61458,-70.3364,1
ESCUELA BASICA UNITARIA NUMERO 173,9.58456,-69.3322,1
ESCUELA BASICA UNITARIA NUMERO 56,9.3239,-69.7021,1
ESCUELA BASICA UNITARIA PAIVITA,7.86695,-71.0926,1
ESCUELA BASICA VERITA,8.92785,-67.44,1
ESCUELA BASICA VICENTE DAVILA,8.60381,-71.1379,1
ESCUELA BASICA VICENTE EMILIO SOJO,10.2315,-68.8623,1
ESCUELA BÁSICA VICENTE SALIAS,9.7452,-63.1738,1
ESCUELA BASICA VICTOR LINO GOMEZ,7.86405,-67.4862,1
ESCUELA BASICA VICTORIA RAMIREZ MOLINOS,9.73056,-63.1968,1
ESCUELA BASICA VIRGEN DEL VALLE,9.6769,-63.5978,1
ESCUELA BASICA VIRGINIA DE RAMOS,9.04771,-69.7574,1
ESCUELA BASICA YOCASTA DE CALISTRI,10.0763,-69.1153,1
ESCUELA BASICA YOLANDA RIVERA DE PIERUZZINI,9.5837,-69.2006,1
ESCUELA BASICA YUCA GUAMA I,7.84156,-67.5221,1
ESCUELA BASICA ZENOBIA VERGARA  DE CHIQUITO,10.4522,-66.6107,1
ESCUELA BASICA ZULME AZUEJE SANTAELLA,9.90996,-67.3661,1
ESCUELA BASICA.ESTADAL GUANIPA MATOS,10.5466,-71.6685,1
ESCUELA BASICA.NACIONAL ABRAHAM BELLOSO,10.5533,-71.653,1
ESCUELA BASICA.NACIONAL EVARISTO FERNANDEZ,10.5723,-71.6346,1
ESCUELA BASICAESTADAL EL ROSARIO,10.6338,-71.7036,1
ESCUELA BASICANACIONAL ALONSO PACHECO,10.66,-71.6148,1
ESCUELA BASICANACIONAL ANSELMA PULGAR,10.6871,-71.5985,1
ESCUELA BOLIVARIANA  LOMA DE MITIMBIS,9.29267,-70.2257,1
ESCUELA BOLIVARIANA  PUCHURUCO,10.6645,-63.265,1
ESCUELA BOLIVARIANA 12 DE OCTUBRE,9.19663,-65.9955,1
ESCUELA BOLIVARIANA 964,7.74981,-72.2003,1
ESCUELA BOLIVARIANA ALI PRIMERA,10.4456,-64.1184,1
ESCUELA BOLIVARIANA AMPARO,10.4188,-71.4661,1
ESCUELA BOLIVARIANA ANTONIO ROMAN SILVA,7.77571,-72.22,1
ESCUELA BOLIVARIANA BELLO MONTE,10.6701,-63.4012,1
ESCUELA BOLIVARIANA BORÓN BAJO,9.24357,-70.2696,1
ESCUELA BOLIVARIANA BRASIL 3,10.4267,-64.1776,1
ESCUELA BOLIVARIANA BUSTAMANTE,7.77317,-72.2349,1
ESCUELA BOLIVARIANA CAJA DE AGUA,9.29344,-70.6426,1
ESCUELA BOLIVARIANA CAMPO ESTRELLA,9.59856,-70.4513,1
ESCUELA BOLIVARIANA CARLOS RANGEL LAMUS,7.77124,-72.2281,1
ESCUELA BOLIVARIANA CC-71 COROZOPANDO NER-485,8.51188,-67.5844,1
ESCUELA BOLIVARIANA CE-41 MERCEDES DE MELO MAMONAL,9.1908,-66.0651,1
ESCUELA BOLIVARIANA CERRO DEL SANTO,9.28729,-70.2723,1
ESCUELA BOLIVARIANA CHOROBOBO,10.0618,-69.2213,1
ESCUELA BOLIVARIANA CIUDAD DE VALERA,9.31081,-70.6028,1
ESCUELA BOLIVARIANA CRISTÓBAL COLÓN,10.6585,-63.2496,1
ESCUELA BOLIVARIANA CRUZ DE LA UNIÓN,10.4584,-64.1667,1
ESCUELA BOLIVARIANA DE MEDIA JORNADA DILCIA MORENO DE BOSSA,10.0469,-69.3969,1
ESCUELA BOLIVARIANA DOCTOR JUAN DE DIOS PONTE,10.0289,-69.2158,1
ESCUELA BOLIVARIANA DON SIMON RODRIGUEZ,10.0214,-69.2331,1
ESCUELA BOLIVARIANA DURIGUA VIEJA,9.5584,-69.1894,1
ESCUELA BOLIVARIANA EDUARDO EMIRO FERRER,10.5672,-71.6248,1
ESCUELA BOLIVARIANA EL ARBOLITO,9.23641,-70.2828,1
ESCUELA BOLIVARIANA EL CHARAY,10.016,-68.876,1
ESCUELA BOLIVARIANA EL CHORRO,10.0137,-68.9277,1
ESCUELA BOLIVARIANA EL HATO,9.19248,-70.2835,1
ESCUELA BOLIVARIANA EL LIRIO,10.633,-63.2572,1
ESCUELA BOLIVARIANA EL POCITO,9.24839,-70.3142,1
ESCUELA BOLIVARIANA EL QUEVEDITO,9.24102,-70.3365,1
ESCUELA BOLIVARIANA EL SILENCIO,8.3541,-70.5676,1
ESCUELA BOLIVARIANA EL YAURE,7.69225,-71.305,1
ESCUELA BOLIVARIANA ELOISA FONSECA,9.3262,-70.5957,1
ESCUELA BOLIVARIANA EUSTAQUIO YEPEZ,10.0175,-69.2161,1
ESCUELA BOLIVARIANA FELIPE ANTONIO ACOSTA CARLES,9.87128,-67.3747,1
ESCUELA BOLIVARIANA FRANCISCO DE MIRANDA,10.4275,-71.4595,1
ESCUELA BOLIVARIANA FRANCISCO DE PAULA BRICEÑO,10.0029,-69.2194,1
ESCUELA BOLIVARIANA GENERAL NICOLAS PATIÑO SOSA,10.0238,-69.2609,1
ESCUELA BOLIVARIANA GRACILIANO COLMENARES,7.82779,-72.216,1
ESCUELA BOLIVARIANA GUAYACAN DE LAS FLORES,10.6289,-63.2638,1
ESCUELA BOLIVARIANA HUMBERTO TEJERA,8.59164,-71.1605,1
ESCUELA BOLIVARIANA IGNACIO GREGORIO MENDEZ,10.3268,-68.7444,1
ESCUELA BOLIVARIANA ISAÍAS RUIZ DE CORONADO,10.2214,-63.9143,1
ESCUELA BOLIVARIANA JOSE APARICIO SALCEDO,10.0402,-69.2198,1
ESCUELA BOLIVARIANA JOSE FELIX RIBAS,7.81551,-71.187,1
ESCUELA BOLIVARIANA JUAN ANTONIO ROMAN VALECILLOS,7.76311,-72.2119,1
ESCUELA BOLIVARIANA JUAN PABLO II,8.60691,-70.2121,1
ESCUELA BOLIVARIANA LA CABAÑA,9.30482,-70.6236,1
ESCUELA BOLIVARIANA LA FRAGUA,10.2041,-63.9199,1
ESCUELA BOLIVARIANA LA HONDA,9.29179,-70.6585,1
ESCUELA BOLIVARIANA LA LAJA,7.80051,-72.2766,1
ESCUELA BOLIVARIANA LA LLANADA,9.31615,-70.586,1
ESCUELA BOLIVARIANA LA PLATA III,9.32661,-70.596,1
ESCUELA BOLIVARIANA LA VIRA VIRA,9.27692,-70.285,1
ESCUELA BOLIVARIANA LAS AZUCENAS,10.669,-63.2646,1
ESCUELA BOLIVARIANA LAS TRAVESIAS,9.313,-70.6236,1
ESCUELA BOLIVARIANA LAS VERITAS,10.0966,-69.3224,1
ESCUELA BOLIVARIANA LECHERITO 5,9.00052,-67.651,1
ESCUELA BOLIVARIANA LOMA EL PABELLÓN,9.27642,-70.2504,1
ESCUELA BOLIVARIANA LOS ANDES,7.77116,-72.2387,1
ESCUELA BOLIVARIANA LOS FRAILES,10.4545,-64.1626,1
ESCUELA BOLIVARIANA LUISA CACERES DE ARISMENDI,8.90075,-67.4233,1
ESCUELA BOLIVARIANA MANPOSTAL,9.57834,-68.6684,1
ESCUELA BOLIVARIANA MANUEL FELIPE RUGELES,7.80733,-72.4465,1
ESCUELA BOLIVARIANA MANUEL JOSÉ RODRIGUEZ,10.5491,-71.6408,1
ESCUELA BOLIVARIANA MAPUEY,9.64806,-68.6371,1
ESCUELA BOLIVARIANA MARIA RODRÍGUEZ DE VERA,10.6235,-63.2544,1
ESCUELA BOLIVARIANA MESA DE LOS MORENO,9.28625,-70.6271,1
ESCUELA BOLIVARIANA MIGUEL RENOM,10.0396,-69.2071,1
ESCUELA BOLIVARIANA MINAS DE MONAY,9.60678,-70.4447,1
ESCUELA BOLIVARIANA MITICUN,9.24291,-70.2835,1
ESCUELA BOLIVARIANA MONSEÑOR BRICEÑO PICON,7.82205,-72.2251,1
ESCUELA BOLIVARIANA MONSEÑOR LUCAS GUILLERMO CASTILLO,9.32915,-70.6003,1
ESCUELA BOLIVARIANA MONSEÑOR MEJIAS,9.25718,-70.2322,1
ESCUELA BOLIVARIANA MONTAÑAS DE PERAZA,9.50408,-70.4864,1
ESCUELA BOLIVARIANA NACIONAL DON ARTURO MICHELENA,10.0781,-69.3042,1
ESCUELA BOLIVARIANA NACIONAL JOSEFINA MEDINA DE DUQUE,7.73991,-72.239,1
ESCUELA BOLIVARIANA NACIONAL TEREPAIMA,10.0608,-69.3119,1
ESCUELA BOLIVARIANA NEPTALÍ VALERA HURTADO,9.33907,-70.6442,1
ESCUELA BOLIVARIANA NUMERO 1988,8.9221,-67.4418,1
ESCUELA BOLIVARIANA PAGUEICITOO,8.38858,-70.2591,1
ESCUELA BOLIVARIANA PALO GORDO,7.81662,-72.2015,1
ESCUELA BOLIVARIANA PARAMO DE LA LAJA,7.80175,-72.2775,1
ESCUELA BOLIVARIANA PASCUAL IGNACIO VILLASMIL,9.31472,-70.5992,1
ESCUELA BOLIVARIANA PEDRO ELÍAS ARISTIGUIETA,10.6592,-63.2515,1
ESCUELA BOLIVARIANA PEDRO MARIA MORANTES,7.76882,-72.2241,1
ESCUELA BOLIVARIANA PETRICA REYES DE QUILARQUE,10.6567,-63.2813,1
ESCUELA BOLIVARIANA PIRITU,8.77077,-67.311,1
ESCUELA BOLIVARIANA PLAYA GRANDE,10.6615,-63.2776,1
ESCUELA BOLIVARIANA POZO COLORADO,10.6674,-63.3333,1
ESCUELA BOLIVARIANA PRESBÍTERO JOSÉ DE JESÚS ESPINOZA,9.25258,-70.2634,1
ESCUELA BOLIVARIANA PUENTE BLANCO,9.48985,-70.4701,1
ESCUELA BOLIVARIANA PUERTO MIRANDA,7.91014,-67.4718,1
ESCUELA BOLIVARIANA RAFAEL ALVAREZ,7.81987,-72.2257,1
ESCUELA BOLIVARIANA REPUBLICA DE CUBA,7.8149,-72.4432,1
ESCUELA BOLIVARIANA RIBERAS DEL TORBES,7.7821,-72.2407,1
ESCUELA BOLIVARIANA RÍO CARIBE,10.4537,-64.1585,1
ESCUELA BOLIVARIANA RÍO SECO EL CHARCAL,10.5613,-63.241,1
ESCUELA BOLIVARIANA RITA ELISA MEDINA DE USECHE,7.74032,-72.2332,1
ESCUELA BOLIVARIANA ROSARIO SUCRE DE RAUSSEO,10.2412,-63.8974,1
ESCUELA BOLIVARIANA SABANA DE LA MURUCUTY,8.21386,-70.8301,1
ESCUELA BOLIVARIANA SAN ANTONIO ABAJO,7.83449,-71.1232,1
ESCUELA BOLIVARIANA SAN ANTONIO DE PAJEN,7.8529,-71.1613,1
ESCUELA BOLIVARIANA SAN RAFAEL,7.83544,-72.1906,1
ESCUELA BOLIVARIANA SAN RAFAEL DE LAS GUASDUAS NUMERO 51,9.14933,-69.609,1
ESCUELA BOLIVARIANA SAN VICENTE,10.0492,-69.3369,1
ESCUELA BOLIVARIANA SANTA ISABEL,10.1145,-69.2447,1
ESCUELA BOLIVARIANA SANTA LUCIA DE MONAY,9.59731,-70.4613,1
ESCUELA BOLIVARIANA SANTA RITA,9.22152,-70.3295,1
ESCUELA BOLIVARIANA SIMON BOLIVAR,7.79095,-72.2064,1
ESCUELA BOLIVARIANA SIMON CANDIALES,7.82105,-72.1847,1
ESCUELA BOLIVARIANA SIMÓN RODRÍGUEZ,10.3418,-64.0792,1
ESCUELA BOLIVARIANA TACOA,10.645,-63.2317,1
ESCUELA BOLIVARIANA TECNICA DE COMERCIO ALBERTO ADRIANI,7.78104,-72.2301,1
ESCUELA BOLIVARIANA TRES ESQUINAS,7.79745,-72.2697,1
ESCUELA BOLIVARIANA TUCAPE,7.81818,-72.2488,1
ESCUELA BOLIVARIANA URBANO YEPEZ,10.0608,-69.2073,1
ESCUELA BOLIVARIANA VILLAFAÑE,7.74896,-72.2271,1
ESCUELA BOLIVARIANA VIRGILIO PINZON,7.79686,-72.2189,1
ESCUELA BOLIVARIANA YACURAL,10.0621,-69.2648,1
ESCUELA BOLIVARIANA ZANJON COLORADO,10.0203,-69.2289,1
ESCUELA CAPACITACION FEMENINA TERESA HEREDIA,7.8857,-67.4612,1
ESCUELA CENTRO DE EDUCACION INICIAL BOLIVARIANO VALLECITO GUAFAL,9.87378,-67.3763,1
ESCUELA COCENTRADA LA GARITA NER 540,9.55464,-70.4488,1
ESCUELA CONCENTRADA 19 DE ABRIL,9.05647,-69.7197,1
ESCUELA CONCENTRADA EL COROZO,9.3434,-70.6319,1
ESCUELA CONCENTRADA EL TOSTAO,10.0142,-69.4402,1
ESCUELA CONCENTRADA EL VALLE,10.1052,-69.2973,1
ESCUELA CONCENTRADA ESTADAL NUMERO 266-166,10.4659,-66.5032,1
ESCUELA CONCENTRADA LA CAÑERIA,10.1732,-68.9169,1
ESCUELA CONCENTRADA LA MIEL CINCO LOMAS,10.051,-68.5987,1
ESCUELA CONCENTRADA LA PALMA,9.71161,-68.5551,1
ESCUELA CONCENTRADA LOS ARANGUES,10.0229,-70.0473,1
ESCUELA CONCENTRADA MIXTA MIRAFLORES,9.59455,-69.1862,1
ESCUELA CONCENTRADA MIXTA NUMERO 14,9.07096,-69.5258,1
ESCUELA CONCENTRADA MIXTA NUMERO 1808 Y 90,9.18146,-69.5976,1
ESCUELA CONCENTRADA MIXTA NUMERO 1810-82,9.09461,-69.5757,1
ESCUELA CONCENTRADA MIXTA NUMERO 53,9.35731,-69.7199,1
ESCUELA CONCENTRADA NACIONAL NUMERO 3751 POTRERO DE ARMO,9.59033,-69.1247,1
ESCUELA CONCENTRADA NUMERO 137,9.49486,-62.4331,1
ESCUELA CONCENTRADA NUMERO 180,9.64451,-69.1437,1
ESCUELA CONCENTRADA NUMERO 29 LAS MULAS,9.14236,-61.9889,1
ESCUELA CONCENTRADA NUMERO 768,9.66017,-69.1039,1
ESCUELA CONCENTRADA RURAL BOLIVARIANA LAS TRINCHERAS,10.1724,-63.9634,1
ESCUELA CONCENTRADA RURAL BOLIVARIANA ORINOCO,10.2067,-63.8941,1
ESCUELA CONCENTRADA SAN JOSE OBRERO,10.0309,-69.4047,1
ESCUELA CONCENTRADA SANTO DOMINGO,10.0449,-69.342,1
ESCUELA CONCENTRADA SICARIGUA,9.95943,-70.1009,1
ESCUELA CONCENTRADA SIN NUMERO CHIRGUITA,9.96922,-68.2223,1
ESCUELA CONCENTRADA SOLANO,9.74541,-68.6128,1
ESCUELA CONCENTRADA VAQUIRA,10.1663,-68.7393,1
ESCUELA CONCENTRADA VILLA ROSA,9.97976,-69.4666,1
ESCUELA CONCENTRADA YARACUY,10.3579,-68.7371,1
ESCUELA DE ADMINISTRACION UNIVERSIDAD CENTROOCCIDENTAL LISANDRO ALVARADO,10.0708,-69.2995,1
ESCUELA DE ARTES PLASTICAS ELOY PALACIOS,9.74718,-63.1768,1
ESCUELA DE ARTES PLASTICAS MARTIN TOVAR Y TOVAR,10.0795,-69.3096,1
ESCUELA DE ARTES PLASTICAS NACIONAL JULIO ARRAGA,10.6687,-71.6061,1
ESCUELA DE ARTES Y OFICIOS HIGINIO MORALES,9.85929,-66.3836,1
ESCUELA DE DANZA LOS CASTORES,10.3739,-66.9654,1
ESCUELA DE ESPECIALIDADES SAN JOSE,9.21382,-66.0171,1
ESCUELA DE GUARDIAS NACIONALES CORONEL MARTIN BASTIDAS TORRES,10.3527,-67.0458,1
ESCUELA DE LABORES DEL ESTADO DOÑA MENCA DE LEONI,7.74297,-72.2299,1
ESCUELA EL INGENIO,10.4739,-66.5588,1
ESCUELA ESTADAL  VICENTE EMILIO SOJO,10.4281,-66.252,1
ESCUELA ESTADAL 250 AÑOS DE AGUA BLANCA,9.66017,-69.1039,1
ESCUELA ESTADAL ABEL GONZALEZ LIMA,10.4719,-66.6341,1
ESCUELA ESTADAL ANTONIO MARIA PIÑATE,10.4764,-66.7024,1
ESCUELA ESTADAL BASICA ANITA LLANES,10.4708,-66.624,1
ESCUELA ESTADAL BASICA BOLIVARIANA CRISTO REY,7.88599,-67.4776,1
ESCUELA ESTADAL BASICA NICOMEDES CASTILLO,9.03614,-69.7309,1
ESCUELA ESTADAL C-20 LOS ANDRESEROS,8.68579,-67.4623,1
ESCUELA ESTADAL C-41 LAS BARBAS,8.73742,-67.4205,1
ESCUELA ESTADAL CC-14 NER-016,8.67,-67.7796,1
ESCUELA ESTADAL CONCENTRADA  104  ANDRES ELOY BLANCO,7.74098,-72.2397,1
ESCUELA ESTADAL CONCENTRADA  BOLIVARIANA  PALMA SOLA,8.35686,-70.6697,1
ESCUELA ESTADAL CONCENTRADA  MATARRALA  Nº 592,7.93928,-70.2461,1
ESCUELA ESTADAL CONCENTRADA  SAN ANTONIO,7.80718,-70.2893,1
ESCUELA ESTADAL CONCENTRADA BASICA NUMERO 33,9.03702,-69.7752,1
ESCUELA ESTADAL CONCENTRADA CHUPONAL I,8.41944,-70.5861,1
ESCUELA ESTADAL CONCENTRADA DC-42 LOMA DE PIEDRA,9.18513,-65.9023,1
ESCUELA ESTADAL CONCENTRADA EL MACIEGAL NER 236,9.18054,-70.2856,1
ESCUELA ESTADAL CONCENTRADA EL POZON,8.64728,-70.2373,1
ESCUELA ESTADAL CONCENTRADA GENERAL EZEQUIEL ZAMORA,7.7631,-72.2415,1
ESCUELA ESTADAL CONCENTRADA HERMANN GARMENDIA,9.98855,-69.2147,1
ESCUELA ESTADAL CONCENTRADA LA MILLA,9.26231,-70.282,1
ESCUELA ESTADAL CONCENTRADA LOLA DE PACHECO,9.04492,-69.7507,1
ESCUELA ESTADAL CONCENTRADA NUMERO 15 NUCLEO ESCOLAR RURAL NUMERO 289,9.11025,-69.7024,1
ESCUELA ESTADAL CONCENTRADA NUMERO 160,9.54277,-69.2311,1
ESCUELA ESTADAL CONCENTRADA NUMERO 161,9.55174,-69.2165,1
ESCUELA ESTADAL CONCENTRADA NUMERO 163,9.65239,-69.1989,1
ESCUELA ESTADAL CONCENTRADA NUMERO 164 EL JOBITO,9.61969,-69.2353,1
ESCUELA ESTADAL CONCENTRADA NUMERO 179 QUEBRADA DE ARMO,9.64161,-69.1093,1
ESCUELA ESTADAL CONCENTRADA NUMERO 208,9.35731,-69.7199,1
ESCUELA ESTADAL CONCENTRADA NUMERO 240,9.52098,-69.5898,1
ESCUELA ESTADAL CONCENTRADA NUMERO 2474,9.66017,-69.1039,1
ESCUELA ESTADAL CONCENTRADA NUMERO 48,9.08761,-69.6377,1
ESCUELA ESTADAL CONCENTRADA NUMERO 84 NUCLEO ESCOLAR RURAL,7.70538,-72.2137,1
ESCUELA ESTADAL CONCENTRADA NUMERO 9,9.0736,-69.9298,1
ESCUELA ESTADAL CONCENTRADA PALMERO,9.72749,-68.606,1
ESCUELA ESTADAL CONCENTRADA VALLE HONDO,9.74231,-68.5786,1
ESCUELA ESTADAL DON TITO SALAS,10.4822,-66.7693,1
ESCUELA ESTADAL EL PENITENTE,9.58141,-68.7708,1
ESCUELA ESTADAL ESTADO MONAGAS,10.4651,-66.5497,1
ESCUELA ESTADAL GC-3 TAGUAPIRE,9.83763,-66.2593,1
ESCUELA ESTADAL GRADUADA CONSUELO NAVAS TOVAR,10.4911,-66.8008,1
ESCUELA ESTADAL GRADUADA DOCTORA BLANCA LOPEZ DE SANCHEZ,7.75286,-72.2464,1
ESCUELA ESTADAL GRADUADA EULALIA BUROZ,10.4782,-66.6237,1
ESCUELA ESTADAL GRADUADA GENERAL JOSE TRINIDAD MORAN,10.0583,-69.3756,1
ESCUELA ESTADAL GRADUADA NIEVES ENTRENA,10.1619,-68.5724,1
ESCUELA ESTADAL GRADUADA NUMERO 16 LA CURVA TERESA DE LA PARRA,8.94042,-69.7129,1
ESCUELA ESTADAL GRADUADA SIMON RODRIGUEZ,10.076,-69.3382,1
ESCUELA ESTADAL INTEGRAL BOLIVARIANA CECILIO ACOSTA,7.76438,-72.2234,1
ESCUELA ESTADAL INTEGRAL BOLIVARIANA PRESBITERO VICTOR MANUEL VALECILLOS,7.75404,-72.2414,1
ESCUELA ESTADAL JOSE ANTONIO  RODRIGUEZ LOPEZ,10.3542,-67.0389,1
ESCUELA ESTADAL JOSE ANTONIO PAEZ,10.48,-66.7663,1
ESCUELA ESTADAL JOSE ANTONIO ROJAS,10.1733,-70.1155,1
ESCUELA ESTADAL LA MORITA,9.94771,-69.2142,1
ESCUELA ESTADAL LA ORQUIDEA,10.0991,-69.4337,1
ESCUELA ESTADAL LUCILA CORONADO,9.52893,-70.4604,1
ESCUELA ESTADAL MULTIGRADO NUMERO 222,9.39103,-69.6778,1
ESCUELA ESTADAL MULTIGRADO NUMERO 55 EL PUENTE,9.17085,-69.8891,1
ESCUELA ESTADAL NERY RANGEL DE LOPEZ,10.4685,-66.6361,1
ESCUELA ESTADAL NIÑO JESUS,10.5749,-71.6558,1
ESCUELA ESTADAL NUMERO 1,9.66064,-69.1626,1
ESCUELA ESTADAL NUMERO 175,9.6924,-69.274,1
ESCUELA ESTADAL NUMERO 176 GUAIMARAL,9.66864,-69.2393,1
ESCUELA ESTADAL NUMERO 194,9.52098,-69.5898,1
ESCUELA ESTADAL PASO POTRERO,7.48867,-71.2509,1
ESCUELA ESTADAL PEDRO ZARAZA,9.9238,-67.3492,1
ESCUELA ESTADAL PERPETUO SOCORRO,7.77743,-72.2401,1
ESCUELA ESTADAL RAFAEL ANGEL EUGENIO FUENTES,7.82724,-72.1949,1
ESCUELA ESTADAL RAFAEL ANGEL MARQUEZ,7.81812,-72.2328,1
ESCUELA ESTADAL ROSENDO URPIANO ARMAS,10.4536,-66.631,1
ESCUELA ESTADAL RURAL CC-13 PASO DE MUJICA,8.93747,-67.4245,1
ESCUELA ESTADAL SANTA MARIA GORETTI,10.4699,-66.5454,1
ESCUELA ESTADAL SIN NUMERO  QUEVEDO,9.30494,-70.6508,1
ESCUELA ESTADAL TOMAS ENRIQUE RIVERA CHAVEZ,7.81667,-72.2688,1
ESCUELA ESTADAL UNITARIA  199,7.70326,-72.1338,1
ESCUELA ESTADAL UNITARIA DC-58 LAS GARZAS,8.884,-66.0145,1
ESCUELA ESTADAL UNITARIA NUMERO 102,9.72603,-68.6532,1
ESCUELA ESTADAL UNITARIA NUMERO 169,9.66064,-69.1626,1
ESCUELA ESTADAL UNITARIA NUMERO 81,9.39593,-69.7767,1
ESCUELA ESTADAL UNITARIA SIN NÚMERO,9.26817,-70.2686,1
ESCUELA ESTADAL UNITARIA TIO AGUSTIN,9.67947,-68.7604,1
ESCUELA ESTADO BARINAS,10.4933,-66.8,1
ESCUELA EULALIA BUROZ,9.14165,-62.3191,1
ESCUELA EXPERIMENTAL VENEZUELA,10.5012,-66.8992,1
ESCUELA FERMIN TORO,9.10768,-62.1756,1
ESCUELA GRADUADA BASICA TIERRA BUENA,9.21007,-69.5097,1
ESCUELA GRADUADA BENJAMIN MONTILLA,9.56655,-69.1955,1
ESCUELA GRADUADA CUBITA,9.34698,-70.5749,1
ESCUELA GRADUADA GABRIELA MISTRAL,10.1078,-69.3143,1
ESCUELA GRADUADA TAPA DE PIEDRA,9.61584,-69.2109,1
ESCUELA GRAN MARISCAL DE AYACUCHO,10.4621,-66.7918,1
ESCUELA GRANJA ANIBAL DOMINICI,9.65572,-68.5854,1
ESCUELA GRANJA HECTOR ROJAS MEZA,10.0171,-69.2594,1
ESCUELA GRANJA OSCAR VILLANUEVA ANEXA NUMERO 390,9.04797,-69.7989,1
ESCUELA HILDA VASQUEZ,10.6058,-66.8495,1
ESCUELA INICIAL NACIONAL AÑO INTERNACIONAL DEL NIÑO,9.73566,-63.1908,1
ESCUELA INICIAL NACIONAL BRISAS DEL MORICHAL,9.71328,-63.3057,1
ESCUELA INICIAL NACIONAL ISMAEL SALAZAR,9.70998,-63.3084,1
ESCUELA INICIAL NACIONAL REPUBLICA DE VENEZUELA,9.7121,-63.2087,1
ESCUELA INTEGRAL  BOLIVARIANA  AGUA VIVA,9.97972,-69.0722,1
ESCUELA INTEGRAL  BOLIVARIANA AGUA NEGRA,10.0529,-69.165,1
ESCUELA INTEGRAL  BOLIVARIANA EL SALTO,10.1006,-69.0898,1
ESCUELA INTEGRAL  BOLIVARIANA GUAREMAL,10.1654,-69.096,1
ESCUELA INTEGRAL BOLIVARIANA   ALBERTO RAVELL,10.3379,-68.7404,1
ESCUELA INTEGRAL BOLIVARIANA  ARENALES,10.0068,-69.1335,1
ESCUELA INTEGRAL BOLIVARIANA  EL COROZO,10.366,-68.7153,1
ESCUELA INTEGRAL BOLIVARIANA  EL POZON,10.0598,-69.1854,1
ESCUELA INTEGRAL BOLIVARIANA  MIGUEL ANGEL GRANADO,10.1541,-68.57,1
ESCUELA INTEGRAL BOLIVARIANA ADOLFO NAVAS CORONADO,10.3385,-68.7503,1
ESCUELA INTEGRAL BOLIVARIANA CABUY,10.1613,-68.5534,1
ESCUELA INTEGRAL BOLIVARIANA CAÑAVERAL,10.1061,-69.1187,1
ESCUELA INTEGRAL BOLIVARIANA CAOMA,10.5195,-67.1244,1
ESCUELA INTEGRAL BOLIVARIANA CASCABEL,10.3456,-68.7498,1
ESCUELA INTEGRAL BOLIVARIANA CATALINA DE BOLIVAR,10.1557,-68.8988,1
