codigo_centro,codigo_cne_nuevo,codigo_viejo,codigo_cne_viejo,nombre_centro,num_electores,num_mesas,votos_validos,votos_gobierno,votos_oposicion,votos_otros,votos_nulos,total_votos,pct_gobierno,pct_oposicion,participacion,fuente_url
150501001,150501001,42111,42111,ESCUELA BASICA ANTONIA MATILDE MATA,2313,4,1665,980,685,0,13,1678,58.86,41.14,72.55,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150501002,150501002,42140,42140,UNIDAD EDUCATIVA LICEO BOLIVARIANO ANTONIO DIAZ,3015,6,2080,1034,1046,0,11,2091,49.71,50.29,69.35,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150501003,150501003,42141,42141,UNIDAD EDUCATIVA CONCENTRADA N∫ 50,546,1,387,201,186,0,5,392,51.94,48.06,71.79,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150501004,150501004,42142,42142,UNIDAD EDUCATIVA SAN JUDAS TADEO,1353,3,940,499,441,0,6,946,53.09,46.91,69.92,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150501005,150501005,42150,42150,UNIDAD EDUCATIVA FRANCISCO SALAZAR SABINO,1488,3,1019,483,536,0,9,1028,47.4,52.6,69.09,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150501006,150501006,42160,42160,CENTRO DE EDUCACION INICIAL DO—ANA,2014,4,1339,813,526,0,10,1349,60.72,39.28,66.98,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150501007,150501007,42170,42170,UNIDAD EDUCATIVA PBRO. MANUEL MONTANER SALAZAR,1796,4,1296,679,617,0,11,1307,52.39,47.61,72.77,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150501008,150501008,42112,42112,CENTRO DE EDUCACION INICIAL LA SABANETA,398,1,298,229,69,0,2,300,76.85,23.15,75.38,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150501009,150501009,42171,42171,UNIDAD EDUCATIVA LICEO BOLIVARIANO JUAN DE CASTELLANOS,55,1,39,13,26,0,2,41,33.33,66.67,74.55,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150502001,150502001,42100,42100,UNIDAD EDUCATIVA DR. FRANCISCO ANTONIO RISQUEZ,3364,6,2390,1462,928,0,20,2410,61.17,38.83,71.64,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150502002,150502002,42110,42110,UNIDAD EDUCATIVA BOLIVARIANA RAFAEL VALERY MAZA,2285,4,1611,783,828,0,10,1621,48.6,51.4,70.94,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150502003,150502003,42120,42120,UNIDAD EDUCATIVA JUANA MENDEZ PENOTH,1448,3,1043,599,444,0,7,1050,57.43,42.57,72.51,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150502004,150502004,42130,42130,UNIDAD EDUCATIVA LOURDES RODRIGUEZ,1047,2,741,516,225,0,6,747,69.64,30.36,71.35,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150502005,150502005,42101,42101,CENTRO DE EDUCACION INICIAL DOCTOR FRANCISCO ANTONIO RISQUEZ,622,2,453,279,174,0,1,454,61.59,38.41,72.99,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150502006,150502006,42131,42131,CENTRO DE EDUCACION INICIAL SIMONCITO VICU—A,77,1,58,34,24,0,1,59,58.62,41.38,76.62,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601001,150601001,42200,42200,UNIDAD EDUCATIVA ANTONIO MARIA MARTÕNEZ,3303,6,2143,1037,1106,0,21,2164,48.39,51.61,65.52,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601002,150601002,42201,42201,UNIDAD EDUCATIVA DO—A MENCA DE LEONI,2781,5,1699,991,708,0,21,1720,58.33,41.67,61.85,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601003,150601003,42202,42202,CENTRO DE EDUCACI”N INICIAL SIMONCITO VIRGEN DEL VALLE,1539,3,948,437,511,0,11,959,46.1,53.9,62.31,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601004,150601004,42209,42209,INCE TURISMO GUARAGUAO,1699,3,1079,433,646,0,6,1085,40.13,59.87,63.86,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601005,150601005,42214,42214,UNIDAD EDUCATIVA INDEPENDENCIA,1723,3,1088,435,653,0,9,1097,39.98,60.02,63.67,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601006,150601006,42215,42215,UNIDAD EDUCATIVA SAN JOS…,1486,3,967,412,555,0,12,979,42.61,57.39,65.88,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601007,150601007,42216,42216,UNIDAD EDUCATIVA INSTITUTO EDUCATIVO SIM”N BOLÕVAR,1947,4,1168,640,528,0,18,1186,54.79,45.21,60.91,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601008,150601008,42240,42240,UNIDAD EDUCATIVA DR. RA⁄L LEONI,3103,6,1940,1063,877,0,30,1970,54.79,45.21,63.49,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601009,150601009,42241,42241,UNIDAD EDUCATIVA INSTITUTO EDUCATIVO ARCOIRIS,3285,6,2342,442,1900,0,15,2357,18.87,81.13,71.75,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601010,150601010,42242,42242,UNIDAD EDUCATIVA MAESTRO GREGORIO ROMERO,1632,3,1104,259,845,0,7,1111,23.46,76.54,68.08,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601011,150601011,42243,42243,UNIDAD EDUCATIVA BR. ELEUTERIO R. CAMPOS,1552,3,1014,441,573,0,8,1022,43.49,56.51,65.85,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601012,150601012,42244,42244,UNIDAD EDUCATIVA NUESTRA SE—ORA DE COROMOTO,1349,3,894,189,705,0,4,898,21.14,78.86,66.57,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601013,150601013,42245,42245,UNIDAD EDUCATIVA JOS… JES⁄S GARCÕA RODRÕGUEZ,2471,5,1470,897,573,0,10,1480,61.02,38.98,59.89,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601014,150601014,42250,42250,UNIDAD EDUCATIVA BOLIVARIANA MANEIRO,2480,5,1553,662,891,0,6,1559,42.63,57.37,62.86,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601015,150601015,42251,42251,UNIDAD EDUCATIVA SAN NICOLAS,1319,3,807,284,523,0,4,811,35.19,64.81,61.49,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601016,150601016,42270,42270,UNIDAD EDUCATIVA CANDIDO S¡NCHEZ,2833,5,1785,974,811,0,18,1803,54.57,45.43,63.64,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601017,150601017,42272,42272,UNIDAD EDUCATIVA DR. ARTURO USLAR PIETRI,1380,3,881,446,435,0,16,897,50.62,49.38,65.0,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601018,150601018,42280,42280,UNIDAD EDUCATIVA LICEO BOLIVARIANO BR. SANTIAGO SALAZAR FERMÕN,2899,5,1795,682,1113,0,23,1818,37.99,62.01,62.71,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601019,150601019,42282,42282,UNIDAD EDUCATIVA INSTITUTO VIRGEN DEL VALLE (ADULTO),2518,5,1644,566,1078,0,9,1653,34.43,65.57,65.65,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601020,150601020,42290,42290,UNIDAD EDUCATIVA LICEO BOLIVARIANO NUEVA ESPARTA,2421,5,1441,617,824,0,12,1453,42.82,57.18,60.02,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601021,150601021,42310,42310,UNIDAD EDUCATIVA ISABEL LA CAT”LICA,3052,6,2084,966,1118,0,13,2097,46.35,53.65,68.71,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601022,150601022,42311,42311,CENTRO DE EDUCACI”N INICIAL SIMONCITO AZUL Y VIENTO,1076,2,727,329,398,0,6,733,45.25,54.75,68.12,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601023,150601023,42320,42320,UNIDAD EDUCATIVA RAFAEL SALAZAR BRITO,2433,5,1629,819,810,0,12,1641,50.28,49.72,67.45,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601024,150601024,42330,42330,CENTRO DE EDUCACI”N INICIAL BR. JOS… JOAQUÕN DE LE”N,2579,5,1496,786,710,0,19,1515,52.54,47.46,58.74,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601026,150601026,42340,42340,UNIDAD EDUCATIVA ESTADO ZULIA,3340,6,2050,943,1107,0,26,2076,46.0,54.0,62.16,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601027,150601027,42350,42350,UNIDAD EDUCATIVA LICEO BOLIVARIANO LUISA C¡CERES DE ARISMENDI,2985,6,1793,1020,773,0,22,1815,56.89,43.11,60.8,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601028,150601028,42351,42351,INCE MAR,1390,3,769,444,325,0,12,781,57.74,42.26,56.19,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601029,150601029,42370,42370,UNIDAD EDUCATIVA DR. LEONARDO RUIZ PINEDA,2651,5,1621,868,753,0,9,1630,53.55,46.45,61.49,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601030,150601030,42371,42371,CASA DE LA CULTURA PUEBLO DE LA MAR,1625,3,1024,475,549,0,6,1030,46.39,53.61,63.38,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601031,150601031,42203,42203,UNIDAD EDUCATIVA SAN MARTÕN DE PORRES,369,1,251,103,148,0,3,254,41.04,58.96,68.83,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601032,150601032,42204,42204,UNIDAD EDUCATIVA BOLIVARIANA JOS… JOAQUÕN DE LE”N,343,1,203,143,60,0,7,210,70.44,29.56,61.22,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601033,150601033,42205,42205,UNIDAD EDUCATIVA DON ROMULO GALLEGOS,201,1,134,72,62,0,1,135,53.73,46.27,67.16,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601034,150601034,42206,42206,UNIDAD EDUCATIVA PORLAMAR,247,1,165,50,115,0,1,166,30.3,69.7,67.21,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601035,150601035,42207,42207,ESCUELITA CANDIDO S¡NCHEZ,379,1,216,124,92,0,4,220,57.41,42.59,58.05,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601036,150601036,42372,42372,CENTRO DE EDUCACION INICIAL SIMONCITO ANDRES BELLO,560,1,333,172,161,0,3,336,51.65,48.35,60.0,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150601037,150601037,42373,42373,UNIDAD EDUCATIVA EL PIACHE,139,1,106,59,47,0,1,107,55.66,44.34,76.98,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150701001,150701001,41750,41750,UNIDAD EDUCATIVA LICEO BOLIVARIANO LUIS CASTRO,3040,6,2006,1027,979,0,24,2030,51.2,48.8,66.78,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150701002,150701002,41751,41751,ESCUELA BASICA MONSE—OR NICOLAS E. NAVARRO,3093,6,2095,1090,1005,0,25,2120,52.03,47.97,68.54,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150701003,150701003,41770,41770,ESCUELA BASICA SIMON BOLIVAR,1129,2,767,423,344,0,13,780,55.15,44.85,69.09,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150702001,150702001,41760,41760,ESCUELA BASICA DR. FRANCISCO ANTONIO GARCIA,3193,6,1741,1192,549,0,15,1756,68.47,31.53,55.0,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150702002,150702002,41761,41761,ESCUELA BASICA ANTONIO JOSE DE SUCRE,1468,3,975,645,330,0,6,981,66.15,33.85,66.83,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150702003,150702003,41763,41763,MULTIHOGAR MACANAGUERITO,1016,2,598,411,187,0,2,600,68.73,31.27,59.06,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150702004,150702004,41780,41780,UNIDAD EDUCATIVA FRANCISCO ROJAS GAMBOA,752,2,503,296,207,0,3,506,58.85,41.15,67.29,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150702005,150702005,41790,41790,UNIDAD EDUCATIVA DR. JOSE MARIA VARGAS,1214,3,846,418,428,0,10,856,49.41,50.59,70.51,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150702006,150702006,41762,41762,UNIDAD EDUCATIVA LICEO BOLIVARIANO BOCA DE POZO,410,1,240,174,66,0,5,245,72.5,27.5,59.76,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150702007,150702007,41791,41791,UNIDAD EDUCATIVA CONCENTRADA PUNTA ARENAS,59,1,48,30,18,0,0,48,62.5,37.5,81.36,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150702008,150702008,41792,41792,UNIDAD EDUCATIVA JESUS EUFRACIO VALERIO MARIN,66,1,54,39,15,0,0,54,72.22,27.78,81.82,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150801001,150801001,42060,42060,ESCUELA B¡SICA BOLIVARIANA DR. AGUSTÕN RAFAEL HERN¡NDEZ,2441,5,1585,834,751,0,19,1604,52.62,47.38,65.71,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150801002,150801002,42061,42061,UNIDAD EDUCATIVA LICEO BOLIVARIANO NAPOLE”N NARV¡EZ,1544,3,895,525,370,0,28,923,58.66,41.34,59.78,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150802001,150802001,42070,42070,UNIDAD EDUCATIVA BOLIVARIANA VICTOR MANUEL SALAZAR,1035,2,673,316,357,0,6,679,46.95,53.05,65.6,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150802002,150802002,42080,42080,UNIDAD EDUCATIVA FELIPA NERI DE NARV¡EZ,1008,2,664,326,338,0,15,679,49.1,50.9,67.36,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150802003,150802003,42090,42090,UNIDAD EDUCATIVA MERITA MARÕN,1016,2,724,438,286,0,4,728,60.5,39.5,71.65,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150901001,150901001,41800,41800,ESCUELA B¡SICA TUBORES,2370,5,1427,840,587,0,11,1438,58.86,41.14,60.68,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150901002,150901002,41802,41802,CENTRO DE EDUCACI”N INICIAL TIO CONEJO,1693,3,1089,571,518,0,13,1102,52.43,47.57,65.09,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150901003,150901003,41803,41803,UNIDAD EDUCATIVA JOSEFINA ORTIZ,1851,4,1297,798,499,0,5,1302,61.53,38.47,70.34,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150901004,150901004,41804,41804,UNIDAD EDUCATIVA TUBORES,1035,2,627,307,320,0,5,632,48.96,51.04,61.06,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150901005,150901005,41805,41805,INSTITUTO EDUCACI”N ESPECIAL LAS HERN¡NDEZ,1149,2,697,410,287,0,6,703,58.82,41.18,61.18,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150901006,150901006,41810,41810,UNIDAD EDUCATIVA LICEO BOLIVARIANO LAS HERN¡NDEZ,1811,4,1230,669,561,0,6,1236,54.39,45.61,68.25,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150901007,150901007,41820,41820,UNIDAD EDUCATIVA SALUSTIANO SALAZAR MARÕN,818,2,569,339,230,0,5,574,59.58,40.42,70.17,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150901008,150901008,41821,41821,UNIDAD EDUCATIVA DON SIM”N RODRÕGUEZ,878,2,569,295,274,0,8,577,51.85,48.15,65.72,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150901009,150901009,41870,41870,UNIDAD EDUCATIVA DOROTEO DÕAZ SALAZAR,763,2,470,299,171,0,2,472,63.62,36.38,61.86,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150901010,150901010,41880,41880,UNIDAD EDUCATIVA JOS… PRESENTACI”N ESPINOZA REYES,493,1,305,160,145,0,4,309,52.46,47.54,62.68,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150901011,150901011,41890,41890,UNIDAD EDUCATIVA JUAN RAM”N AGUILERA,1044,2,611,272,339,0,12,623,44.52,55.48,59.67,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150901012,150901012,41806,41806,UNIDAD EDUCATIVA BOLIVARIANA MAESTRA TRINA GUERRA DE GUERRA,857,2,674,497,177,0,5,679,73.74,26.26,79.23,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150901013,150901013,41807,41807,UNIDAD EDUCATIVA COLEGIO SAN SIM”N AP”STOL (ADULTO),454,1,298,179,119,0,3,301,60.07,39.93,66.3,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150901014,150901014,41891,41891,CENTRO DE EDUCACION INICIAL LOS MARINERITOS,136,1,87,53,34,0,0,87,60.92,39.08,63.97,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150902001,150902001,41801,41801,UNIDAD EDUCATIVA CRUZ JOS… MARVAL,1103,2,703,436,267,0,1,704,62.02,37.98,63.83,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150902002,150902002,41830,41830,UNIDAD EDUCATIVA JOS… VICENTE MARCANO,1976,4,1304,756,548,0,12,1316,57.98,42.02,66.6,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150902003,150902003,41840,41840,UNIDAD EDUCATIVA CONCENTRADA N∫ 59,457,1,307,183,124,0,2,309,59.61,40.39,67.61,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150902004,150902004,41850,41850,UNIDAD EDUCATIVA CONCENTRADA N∫ 25,363,1,212,133,79,0,1,213,62.74,37.26,58.68,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150902005,150902005,41860,41860,UNIDAD EDUCATIVA JES⁄S RAM”N GAMBOA,592,1,376,254,122,0,5,381,67.55,32.45,64.36,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
151001001,151001001,41510,41510,UNIDAD EDUCATIVA BOLIVARIANA ANTOLIN DEL CAMPO,2212,4,1564,669,895,0,10,1574,42.77,57.23,71.16,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
151001002,151001002,41511,41511,UNIDAD EDUCATIVA RURAL N∫ 29,896,2,653,293,360,0,8,661,44.87,55.13,73.77,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
151001003,151001003,41520,41520,UNIDAD EDUCATIVA BOLIVARIANA DR. LUIS ORTEGA,2661,5,1873,880,993,0,19,1892,46.98,53.02,71.1,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
151001004,151001004,41530,41530,UNIDAD EDUCATIVA DR. CAYETANO GARCIA SALAZAR,1826,4,1281,658,623,0,7,1288,51.37,48.63,70.54,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
151001005,151001005,41540,41540,UNIDAD EDUCATIVA BOLIVARIANA BR. LUIS NAVARRO RIVAS,1393,3,1084,414,670,0,9,1093,38.19,61.81,78.46,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
