codigo_centro,codigo_cne_nuevo,codigo_viejo,codigo_cne_viejo,nombre_centro,num_electores,num_mesas,votos_validos,votos_gobierno,votos_oposicion,votos_otros,votos_nulos,total_votos,pct_gobierno,pct_oposicion,participacion,fuente_url
040203001,040203001,9911,9911,ESC BAS ROMULO BETANCOURT,2548,5,1839,1295,544,0,73,1912,70.42,29.58,75.04,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040203002,040203002,9942,9942,UNIDAD EDUCATIVA ESTADAL LAURA PACHECO MONSERRAT,2865,5,2093,1493,600,0,61,2154,71.33,28.67,75.18,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040203003,040203003,10030,10030,ESCUELA BASICA FRANCISCO LINARES ALCANTARA,5088,9,3434,2356,1078,0,109,3543,68.61,31.39,69.63,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040203004,040203004,10031,10031,U.E DRA. PRISILA LOPEZ,2340,4,1603,1158,445,0,52,1655,72.24,27.76,70.73,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040204001,040204001,9950,9950,UNIDAD EDUCATIVA ESTADAL JOSE CASANOVA GODOY,890,2,534,462,72,0,14,548,86.52,13.48,61.57,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040204002,040204002,9951,9951,ESCUELA BASICA CONCENTRADA CEPE,88,1,60,54,6,0,0,60,90.0,10.0,68.18,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040205001,040205001,9870,9870,ESCUELA GUARAUGUTA,2455,5,1637,1109,528,0,47,1684,67.75,32.25,68.59,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040205002,040205002,9960,9960,ESCUELA ESTADAL UNITARIA NRO 184,224,1,90,89,1,0,1,91,98.89,1.11,40.62,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040205003,040205003,9980,9980,ESCUELA BASICA DR RAFAEL SEIJAS,6440,12,4121,3256,865,0,114,4235,79.01,20.99,65.76,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040205004,040205004,9981,9981,ESCUELA LA MARCELOTA,840,2,571,411,160,0,16,587,71.98,28.02,69.88,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040205005,040205005,9982,9982,U.E EST.RAFAEL TAYLHADAT,5235,10,3446,2810,636,0,110,3556,81.54,18.46,67.93,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040205006,040205006,9990,9990,UNIDAD EDUCATIVA ESTADAL CONCENTRADA EL PEDREGAL,422,1,313,201,112,0,15,328,64.22,35.78,77.73,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040205007,040205007,10000,10000,UNIDAD EDUCATIVA ESTADAL ROSELIANO BLANCO SANCHEZ,990,2,685,529,156,0,21,706,77.23,22.77,71.31,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040205008,040205008,10010,10010,ESCUELA BASICA SANTIAGO MARI O,1664,3,1140,809,331,0,34,1174,70.96,29.04,70.55,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040205009,040205009,9871,9871,UNIDAD EDUCATIVA ESTADAL BALBINO BLANCO SANCHEZ,2544,5,1702,1377,325,0,79,1781,80.9,19.1,70.01,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040205010,040205010,10011,10011,ESCUELA BASICA ESTADAL CONCENTRADA ROSA BARRETO,114,1,79,64,15,0,3,82,81.01,18.99,71.93,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040205011,040205011,10012,10012,UNIDAD EDUCATIVA RURAL FELIX MANUEL LUCES,739,2,550,494,56,0,14,564,89.82,10.18,76.32,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040301001,040301001,10110,10110,ESCUELA BASICA 23 DE ENERO,1897,4,1264,962,302,0,65,1329,76.11,23.89,70.06,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040301002,040301002,10130,10130,ESC BAS SERGIO MEDINA,4303,8,2925,1998,927,0,109,3034,68.31,31.69,70.51,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040301003,040301003,10150,10150,ESC BAS J M ALVARES JARAMILLO,3361,6,2514,898,1616,0,59,2573,35.72,64.28,76.55,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040301004,040301004,10160,10160,CICLO DIVERSIFICADO JOSE FELIX RIVAS,4642,9,3204,1112,2092,0,95,3299,34.71,65.29,71.07,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040301005,040301005,10161,10161,ESCUELA BASICA BRITO,2734,5,1951,1190,761,0,74,2025,60.99,39.01,74.07,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040301007,040301007,10170,10170,ESCUELA TECNICA INDUSTRIAL,3019,6,2081,917,1164,0,87,2168,44.07,55.93,71.81,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040301008,040301008,10172,10172,U.E 12 DE FEBRERO,2011,4,1372,640,732,0,49,1421,46.65,53.35,70.66,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040301009,040301009,10190,10190,ESCUELA BASICA RUBEN DARIO,2236,4,1556,724,832,0,46,1602,46.53,53.47,71.65,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040301010,040301010,10210,10210,ESCUELA BASICA NACIONAL CECILIO ACOSTA,4027,8,2655,1808,847,0,102,2757,68.1,31.9,68.46,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040301011,040301011,10212,10212,COL. MADRE EMILIA,3209,6,2211,1412,799,0,76,2287,63.86,36.14,71.27,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040301012,040301012,10220,10220,ESC.BAS.AMERICA FERNANDEZ DE LEONI,4596,8,3144,2437,707,0,102,3246,77.51,22.49,70.63,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040301013,040301013,10260,10260,ESCUELA BASICA NACIONAL LA QUEBRADA,1019,2,639,568,71,0,18,657,88.89,11.11,64.47,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040301014,040301014,10270,10270,UNIDAD EDUCATIVA ESTADAL RURAL PIE DE CERRO,456,1,236,151,85,0,4,240,63.98,36.02,52.63,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040301016,040301016,10111,10111,ESCUELA MADRE MARIA DE LA PAZ,842,2,723,241,482,0,10,733,33.33,66.67,87.05,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040301017,040301017,10112,10112,UNIDAD EDUCATIVA PRIVADA COLEGIO FRANCISCO MIGUEL JAIME OCHOA,695,2,536,275,261,0,21,557,51.31,48.69,80.14,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040301018,040301018,10271,10271,ESCUELA BASICA ESTADAL RUDECINDO CANELON,406,1,330,279,51,0,12,342,84.55,15.45,84.24,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040302001,040302001,10250,10250,ESC BAS NAC ZUATA,3636,7,2292,1709,583,0,103,2395,74.56,25.44,65.87,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040302002,040302002,10251,10251,E.B.N ZUATA II,3474,6,2363,1797,566,0,82,2445,76.05,23.95,70.38,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040302003,040302003,10290,10290,ESC BAS NEGRA MATEA,4505,8,2825,2298,527,0,86,2911,81.35,18.65,64.62,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040302004,040302004,10291,10291,HOGAR MONSE—OR LOPEZ AVELEDO,1619,3,1141,916,225,0,48,1189,80.28,19.72,73.44,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040302005,040302005,10292,10292,UNIDAD EDUCATIVA NACIONAL SIMON BOLIVAR,996,2,805,722,83,0,9,814,89.69,10.31,81.73,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040302006,040302006,10293,10293,U.E.E PRIMITIVO DE JESUS,515,1,438,383,55,0,12,450,87.44,12.56,87.38,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040303001,040303001,10240,10240,UNIDAD EDUCTATIVA ESTADAL CRUZ GUEVARA,1955,4,1233,1027,206,0,42,1275,83.29,16.71,65.22,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040304001,040304001,10082,10082,ESCUELA BASICA LUIS A.MACHADO CISNEROS,5428,10,4187,1639,2548,0,110,4297,39.14,60.86,79.16,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040304002,040304002,10100,10100,ESC BAS CREACION VICTORIA,2561,5,1905,933,972,0,69,1974,48.98,51.02,77.08,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040304003,040304003,10101,10101,CTRO SUP EDUC ESP CARMEN PILAR F,3520,7,2653,1360,1293,0,80,2733,51.26,48.74,77.64,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040304004,040304004,10102,10102,COLEGIO MARIANO MONTILLA,2055,4,1548,764,784,0,38,1586,49.35,50.65,77.18,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040304005,040304005,10103,10103,UEN RAMON GARCIA DE SENA,3634,7,2656,1392,1264,0,69,2725,52.41,47.59,74.99,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040304006,040304006,10361,10361,ESCUELA BASICA NACIONAL LA MORA,3336,6,2500,1410,1090,0,75,2575,56.4,43.6,77.19,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040304007,040304007,10362,10362,E.B.MARIA LUISA ANTONINI DE PAREDES,2566,5,1952,1025,927,0,59,2011,52.51,47.49,78.37,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040304008,040304008,10363,10363,ESCUELA BASICA ELBA DE GIL,2428,5,1835,1034,801,0,64,1899,56.35,43.65,78.21,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040304009,040304009,10364,10364,ESCUELA BASICA VICENTE EMILIO SOJO,2384,5,1831,972,859,0,40,1871,53.09,46.91,78.48,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040304010,040304010,10365,10365,EB MIGUEL ALVAREZ,3276,6,2407,1338,1069,0,98,2505,55.59,44.41,76.47,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040304011,040304011,10085,10085,SERVICIO AUTONOMO CENTRO EUROVENEZOLANO DE DESARROLLO EMPRESARIAL,871,2,711,377,334,0,25,736,53.02,46.98,84.5,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040305001,040305001,10280,10280,ESCUELA GRADUADA RICARDO MONTILLA,4117,8,2677,1804,873,0,160,2837,67.39,32.61,68.91,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040401001,040401001,10570,10570,GRUPO ESCOLAR FRANCISCO ISNARDY,3513,6,2340,1519,821,0,99,2439,64.91,35.09,69.43,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040401002,040401002,10580,10580,UNIDAD EDUCATIVA LAS COCUIZAS,1240,3,848,523,325,0,30,878,61.67,38.33,70.81,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040401003,040401003,10590,10590,CICLO BASICO SAN CASIMIRO.,1729,3,1161,782,379,0,39,1200,67.36,32.64,69.4,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040401004,040401004,10591,10591,E BAS ANDRES BELLO,1082,2,713,508,205,0,27,740,71.25,28.75,68.39,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040401005,040401005,10600,10600,UNIDAD EDUCATIVA ESTADAL SANTA ANA,1514,3,1042,686,356,0,38,1080,65.83,34.17,71.33,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040401006,040401006,10610,10610,ESCUELA EL LORO,1114,2,733,626,107,0,27,760,85.4,14.6,68.22,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040401007,040401007,10620,10620,ESCUELA ESTADAL UNITARIA NO 572,276,1,201,188,13,0,3,204,93.53,6.47,73.91,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040401008,040401008,10640,10640,ESCUELA BOCA DE ZUATA 435-553,454,1,267,206,61,0,11,278,77.15,22.85,61.23,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040401009,040401009,10641,10641,ESCUELA COMPLETA NO 476-253,1001,2,660,478,182,0,27,687,72.42,27.58,68.63,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040401010,040401010,10650,10650,UNIDAD EDUCATIVA ESTADAL RURAL COGOLLAL,562,1,362,234,128,0,11,373,64.64,35.36,66.37,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040401011,040401011,10670,10670,ESCUELA ESTADAL UNITARIA NO 137-528,288,1,192,153,39,0,8,200,79.69,20.31,69.44,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040401012,040401012,10571,10571,ESCUELA BASICA ESTADAL AUGUSTA CARABALLO DE BLANCO,514,1,380,311,69,0,32,412,81.84,18.16,80.16,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040401013,040401013,10572,10572,UNIDAD EDUCATIVA ESTADAL EL MAMON,374,1,278,244,34,0,6,284,87.77,12.23,75.94,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040402001,040402001,10700,10700,ESC BAS VALLE MORIN,1080,2,702,486,216,0,20,722,69.23,30.77,66.85,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040403001,040403001,10630,10630,ESCUELA NACIONAL CONCENTRADA 227-3020,1235,3,785,580,205,0,31,816,73.89,26.11,66.07,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040404001,040404001,10710,10710,ESCUELA CONCENTRADA N.88-383-387-467-537,679,2,328,277,51,0,24,352,84.45,15.55,51.84,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040404002,040404002,11090,11090,ESCUELA UNITARIA NO 109,201,1,91,64,27,0,3,94,70.33,29.67,46.77,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040501001,040501001,10730,10730,ESC BAS PEDRO ALDAO,3648,7,2327,1598,729,0,70,2397,68.67,31.33,65.71,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
040501002,040501002,10750,10750,CICLO BASICO ELICEO ACOSTA,3221,6,2198,1432,766,0,61,2259,65.15,34.85,70.13,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
