codigo_centro,codigo_cne_original,nombre_centro,estado,municipio,parroquia,num_mesas,electores_inscritos,votantes,votos_validos,votos_nulos,votos_gobierno,votos_oposicion,votos_otros,votos_falcon,votos_bertucci_quijada,pct_gobierno,pct_oposicion,pct_otros,participacion,detalle_otros_json,fuente,doi,corte_fuente
060605002,60605002,ESCUELA BASICA NACIONAL GUARATARO,BOLIVAR,SUCRE,GUARATARO,4,2599,1141,1132,9,791,116,225,116,225,69.876325,10.24735,19.876325,43.901501,"{""bertucci_quijada"":225,""falcon"":116}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060605003,60605003,ESCUELA ESTADAL CONCENTRADA NUMERO 112-177-185 TIGRERA,BOLIVAR,SUCRE,GUARATARO,1,599,262,258,4,204,7,47,7,47,79.069767,2.713178,18.217054,43.739566,"{""bertucci_quijada"":47,""falcon"":7}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060605004,60605004,ESCUELA BASICA NACIONAL SIMON RODRIGUEZ,BOLIVAR,SUCRE,GUARATARO,1,506,277,275,2,221,10,44,10,44,80.363636,3.636364,16.0,54.743083,"{""bertucci_quijada"":44,""falcon"":10}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060605006,60605006,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA MI REFUGIO,BOLIVAR,SUCRE,GUARATARO,1,204,112,112,0,87,7,18,7,18,77.678571,6.25,16.071429,54.901961,"{""bertucci_quijada"":18,""falcon"":7}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060605007,60605007,UNIDAD EDUCATIVA NACIONAL LICEO BOLIVARIANO EL GUARATARO,BOLIVAR,SUCRE,GUARATARO,1,751,407,402,5,230,62,110,62,110,57.21393,15.422886,27.363184,54.194407,"{""bertucci_quijada"":110,""falcon"":62}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060701001,60701001,UNIDAD EDUCATIVA NACIONAL  LA CARATICA,BOLIVAR,SIFONTES,TUMEREMO,4,2525,653,646,7,368,135,143,135,143,56.965944,20.897833,22.136223,25.861386,"{""bertucci_quijada"":143,""falcon"":135}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060701002,60701002,LICEO MONSEÑOR ZABALETA,BOLIVAR,SIFONTES,TUMEREMO,3,1679,472,462,10,298,57,107,57,107,64.502165,12.337662,23.160173,28.111971,"{""bertucci_quijada"":107,""falcon"":57}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060701003,60701003,ESCUELA NACIONAL BASICA VICENTE MARCANO,BOLIVAR,SIFONTES,TUMEREMO,5,3807,973,957,16,608,164,185,164,185,63.53187,17.136886,19.331243,25.558182,"{""bertucci_quijada"":185,""falcon"":164}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060701004,60701004,ESCUELA ESTADAL CONCENTRADA NUMERO 115-219 LAS TRES ROSAS,BOLIVAR,SIFONTES,TUMEREMO,3,2096,678,666,12,382,145,139,145,139,57.357357,21.771772,20.870871,32.347328,"{""bertucci_quijada"":139,""falcon"":145}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060701005,60701005,ESCUELA LA MANGA,BOLIVAR,SIFONTES,TUMEREMO,5,3588,1097,1069,28,704,174,191,174,191,65.85594,16.276894,17.867166,30.574136,"{""bertucci_quijada"":191,""falcon"":174}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060701008,60701008,UNIDAD EDUCATIVA BOLIVARIANA DOCTOR  JOSE MIGUEL NUÑEZ,BOLIVAR,SIFONTES,TUMEREMO,2,908,279,277,2,212,38,27,38,27,76.534296,13.718412,9.747292,30.726872,"{""bertucci_quijada"":27,""falcon"":38}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060701009,60701009,ESCUELA CONCENTRADA NUMERO 217 EL PARICHE,BOLIVAR,SIFONTES,TUMEREMO,2,1002,253,248,5,167,46,35,46,35,67.33871,18.548387,14.112903,25.249501,"{""bertucci_quijada"":35,""falcon"":46}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060701010,60701010,ESCUELA NACIONAL UNITARIA SIN NUMERO,BOLIVAR,SIFONTES,TUMEREMO,1,725,223,223,0,194,17,12,17,12,86.995516,7.623318,5.381166,30.758621,"{""bertucci_quijada"":12,""falcon"":17}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060701012,60701012,ESCUELA UNITARIA ESPERANZA KILOMETRO 50 FE Y ALEGRIA,BOLIVAR,SIFONTES,TUMEREMO,1,290,53,53,0,53,0,0,0,0,100.0,0.0,0.0,18.275862,"{""bertucci_quijada"":0,""falcon"":0}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060701014,60701014,ESCUELA ESTADAL HORACIO CABRERA SIFONTES,BOLIVAR,SIFONTES,TUMEREMO,3,2382,684,680,4,374,120,186,120,186,55.0,17.647059,27.352941,28.715365,"{""bertucci_quijada"":186,""falcon"":120}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060701015,60701015,ESCUELA MUNICIPAL SIFONTES,BOLIVAR,SIFONTES,TUMEREMO,2,1186,424,421,3,294,66,61,66,61,69.833729,15.67696,14.489311,35.750422,"{""bertucci_quijada"":61,""falcon"":66}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060702001,60702001,ESCUELA NACIONAL YURUARY,BOLIVAR,SIFONTES,DALLA COSTA,4,2901,867,855,12,502,164,189,164,189,58.71345,19.181287,22.105263,29.886246,"{""bertucci_quijada"":189,""falcon"":164}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060702002,60702002,ESCUELA NACIONAL CONCENTRADA SIN  NUMERO 263,BOLIVAR,SIFONTES,DALLA COSTA,1,746,306,305,1,288,10,7,10,7,94.42623,3.278689,2.295082,41.018767,"{""bertucci_quijada"":7,""falcon"":10}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060702003,60702003,ESCUELA BASICA KAMARIA PAYAPAL,BOLIVAR,SIFONTES,DALLA COSTA,1,190,62,62,0,61,1,0,1,0,98.387097,1.612903,0.0,32.631579,"{""bertucci_quijada"":0,""falcon"":1}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060702004,60702004,ESCUELA UNITARIA MIXTA SIN NUMERO,BOLIVAR,SIFONTES,DALLA COSTA,1,445,117,117,0,100,8,9,8,9,85.470085,6.837607,7.692308,26.292135,"{""bertucci_quijada"":9,""falcon"":8}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060702005,60702005,LICEO MIGUEL ANTONIO MEJIAS,BOLIVAR,SIFONTES,DALLA COSTA,2,1135,388,383,5,243,60,80,60,80,63.446475,15.665796,20.887728,34.185022,"{""bertucci_quijada"":80,""falcon"":60}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060702006,60702006,LUZ DEL NUEVO DORADO,BOLIVAR,SIFONTES,DALLA COSTA,1,140,66,65,1,45,8,12,8,12,69.230769,12.307692,18.461538,47.142857,"{""bertucci_quijada"":12,""falcon"":8}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060703001,60703001,ESCUELA NACIONAL CONCENTRADA SIN NUMERO,BOLIVAR,SIFONTES,SAN ISIDRO,2,1124,316,314,2,178,91,45,91,45,56.687898,28.980892,14.33121,28.113879,"{""bertucci_quijada"":45,""falcon"":91}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060703002,60703002,MISION JUAN XXIII,BOLIVAR,SIFONTES,SAN ISIDRO,6,4247,1430,1417,13,1008,146,263,146,263,71.136203,10.303458,18.560339,33.670826,"{""bertucci_quijada"":263,""falcon"":146}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060703003,60703003,ESCUELA ESTADAL CONCENTRADA SANTA TERESITA DE GUAYANA,BOLIVAR,SIFONTES,SAN ISIDRO,1,508,144,144,0,85,43,16,43,16,59.027778,29.861111,11.111111,28.346457,"{""bertucci_quijada"":16,""falcon"":43}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060703005,60703005,FE Y ALEGRIA,BOLIVAR,SIFONTES,SAN ISIDRO,2,1285,357,352,5,249,25,78,25,78,70.738636,7.102273,22.159091,27.782101,"{""bertucci_quijada"":78,""falcon"":25}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060801001,60801001,UNIDAD EDUCATIVA GENERAL PIAR,BOLIVAR,ANGOSTURA,CIUDAD PIAR,6,4485,1527,1498,29,722,394,382,394,382,48.197597,26.301736,25.500668,34.046823,"{""bertucci_quijada"":382,""falcon"":394}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060801004,60801004,ESCUELA CONCENTRADA ESTADAL 3 124 127 ( LUISA CACERES DE ARISMENDI ),BOLIVAR,ANGOSTURA,CIUDAD PIAR,1,359,197,197,0,148,11,38,11,38,75.126904,5.583756,19.28934,54.874652,"{""bertucci_quijada"":38,""falcon"":11}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060801005,60801005,UNIDAD EDUCATIVA BOLIVARIANA TOCOMA,BOLIVAR,ANGOSTURA,CIUDAD PIAR,3,2054,921,904,17,484,132,288,132,288,53.539823,14.60177,31.858407,44.839338,"{""bertucci_quijada"":288,""falcon"":132}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060801006,60801006,ESCUELA NACIONAL UNITARIA 3105,BOLIVAR,ANGOSTURA,CIUDAD PIAR,1,144,37,37,0,12,12,13,12,13,32.432432,32.432432,35.135135,25.694444,"{""bertucci_quijada"":13,""falcon"":12}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060801007,60801007,ESCUELA ESTADAL JOSE MANUEL AGOSTO MENDEZ,BOLIVAR,ANGOSTURA,CIUDAD PIAR,1,453,160,159,1,136,5,18,5,18,85.534591,3.144654,11.320755,35.320088,"{""bertucci_quijada"":18,""falcon"":5}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060801008,60801008,ESCUELA INTEGRAL BOLIBARIANA PUEBLO GURI,BOLIVAR,ANGOSTURA,CIUDAD PIAR,4,2843,1157,1123,34,671,210,242,210,242,59.750668,18.699911,21.549421,40.696447,"{""bertucci_quijada"":242,""falcon"":210}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060801009,60801009,COLEGIO DIVINA PASTORA,BOLIVAR,ANGOSTURA,CIUDAD PIAR,1,500,153,150,3,63,54,33,54,33,42.0,36.0,22.0,30.6,"{""bertucci_quijada"":33,""falcon"":54}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060801011,60801011,LINO MARADEI DONATO,BOLIVAR,ANGOSTURA,CIUDAD PIAR,1,515,183,178,5,99,36,43,36,43,55.617978,20.224719,24.157303,35.533981,"{""bertucci_quijada"":43,""falcon"":36}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060801012,60801012,FUNDACION CULTIRAL GURI,BOLIVAR,ANGOSTURA,CIUDAD PIAR,2,1012,626,615,11,491,43,81,43,81,79.837398,6.99187,13.170732,61.857708,"{""bertucci_quijada"":81,""falcon"":43}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060801013,60801013,ESCUELA BOLIVARIANA NACIONAL MEREICITO,BOLIVAR,ANGOSTURA,CIUDAD PIAR,1,103,54,53,1,29,4,20,4,20,54.716981,7.54717,37.735849,52.427184,"{""bertucci_quijada"":20,""falcon"":4}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060802001,60802001,ESCUELA BASICA NACIONAL SANTIAGO IZAGUIRRE,BOLIVAR,ANGOSTURA,SAN FRANCISCO,4,2945,1091,1085,6,676,223,186,223,186,62.304147,20.552995,17.142857,37.04584,"{""bertucci_quijada"":186,""falcon"":223}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060802002,60802002,COLEGIO SAN JUAN BAUTISTA,BOLIVAR,ANGOSTURA,SAN FRANCISCO,1,103,19,19,0,16,2,1,2,1,84.210526,10.526316,5.263158,18.446602,"{""bertucci_quijada"":1,""falcon"":2}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060802003,60802003,ESCUELA INTEGRAL BOLIVARIANA EL CERRITO,BOLIVAR,ANGOSTURA,SAN FRANCISCO,1,438,194,191,3,123,33,35,33,35,64.397906,17.277487,18.324607,44.292237,"{""bertucci_quijada"":35,""falcon"":33}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060802004,60802004,UNIDAD EDUCATIVA NACIONAL SAN FRANCISCO,BOLIVAR,ANGOSTURA,SAN FRANCISCO,1,248,97,96,1,57,15,24,15,24,59.375,15.625,25.0,39.112903,"{""bertucci_quijada"":24,""falcon"":15}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060802005,60802005,ESCUELA CONCENTRADA INTEGRAL SANTIAGO IZAGUIRREZ 2,BOLIVAR,ANGOSTURA,SAN FRANCISCO,1,616,274,272,2,167,56,49,56,49,61.397059,20.588235,18.014706,44.480519,"{""bertucci_quijada"":49,""falcon"":56}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060802006,60802006,ESCUELA BASICA UNITARIA JUAS JUAL 1,BOLIVAR,ANGOSTURA,SAN FRANCISCO,1,67,39,39,0,27,2,10,2,10,69.230769,5.128205,25.641026,58.208955,"{""bertucci_quijada"":10,""falcon"":2}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060802007,60802007,ESCUELA BASICA NACIONAL UNITARIA LA CONQUISTA,BOLIVAR,ANGOSTURA,SAN FRANCISCO,1,65,24,24,0,3,15,6,15,6,12.5,62.5,25.0,36.923077,"{""bertucci_quijada"":6,""falcon"":15}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060802008,60802008,UNIDAD EDUCATIVA NACIONAL BASICA CHAGUARAMOS,BOLIVAR,ANGOSTURA,SAN FRANCISCO,1,213,119,118,1,82,11,25,11,25,69.491525,9.322034,21.186441,55.868545,"{""bertucci_quijada"":25,""falcon"":11}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060802009,60802009,ESCUELA BASICA NACIONAL UNITARIA SAN ANTONIO,BOLIVAR,ANGOSTURA,SAN FRANCISCO,1,111,75,75,0,51,13,11,13,11,68.0,17.333333,14.666667,67.567568,"{""bertucci_quijada"":11,""falcon"":13}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060802010,60802010,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA LA ISLA NUCLEO ESCOLAR RURAL 188,BOLIVAR,ANGOSTURA,SAN FRANCISCO,1,413,229,227,2,168,21,38,21,38,74.008811,9.251101,16.740088,55.447942,"{""bertucci_quijada"":38,""falcon"":21}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060802011,60802011,ESCUELA BASICA NACIONAL UNITARIA LOS MONOS NUCLEO ESCOLAR RURAL 188,BOLIVAR,ANGOSTURA,SAN FRANCISCO,1,66,25,25,0,21,1,3,1,3,84.0,4.0,12.0,37.878788,"{""bertucci_quijada"":3,""falcon"":1}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060803001,60803001,UNIDAD EDUCATIVA NACIONAL IMATACA,BOLIVAR,ANGOSTURA,BARCELONETA,4,2754,761,754,7,413,153,188,153,188,54.774536,20.291777,24.933687,27.632534,"{""bertucci_quijada"":188,""falcon"":153}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060803002,60803002,ESCUELA BASICA UNITARIA EL CASABE NUMERO 236,BOLIVAR,ANGOSTURA,BARCELONETA,2,817,279,278,1,249,8,21,8,21,89.568345,2.877698,7.553957,34.149327,"{""bertucci_quijada"":21,""falcon"":8}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060803004,60803004,ESCUELA ESTADAL UNITARIA LOS YOPITOS,BOLIVAR,ANGOSTURA,BARCELONETA,1,387,144,144,0,61,28,55,28,55,42.361111,19.444444,38.194444,37.209302,"{""bertucci_quijada"":55,""falcon"":28}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060803005,60803005,ESCUELA BASICA ESTADAL. EL CRISTO,BOLIVAR,ANGOSTURA,BARCELONETA,1,764,263,263,0,152,50,61,50,61,57.794677,19.011407,23.193916,34.424084,"{""bertucci_quijada"":61,""falcon"":50}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060803007,60803007,UNIDAD EDUCATIVA FRANCISCO JAVIER YANEZ,BOLIVAR,ANGOSTURA,BARCELONETA,2,1523,424,415,9,206,83,126,83,126,49.638554,20.0,30.361446,27.83979,"{""bertucci_quijada"":126,""falcon"":83}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060803008,60803008,UNIDAD EDUCATIVA NACIONAL AEROPUERTO,BOLIVAR,ANGOSTURA,BARCELONETA,1,600,207,203,4,121,32,50,32,50,59.605911,15.763547,24.630542,34.5,"{""bertucci_quijada"":50,""falcon"":32}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060803009,60803009,ESCUELA BASICA NACIONAL BOLIVARIANA LAS BONITAS,BOLIVAR,ANGOSTURA,BARCELONETA,1,129,77,77,0,51,1,25,1,25,66.233766,1.298701,32.467532,59.689922,"{""bertucci_quijada"":25,""falcon"":1}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060803010,60803010,CENTRO DE EDUCACIÒN INTEGRAL BOLIVARIANO CAMPO GRANDE. EL CHIGUAO,BOLIVAR,ANGOSTURA,BARCELONETA,1,72,39,35,4,34,0,1,0,1,97.142857,0.0,2.857143,54.166667,"{""bertucci_quijada"":1,""falcon"":0}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060803011,60803011,ESCUELA BASICA INTEGRAL MANACAL,BOLIVAR,ANGOSTURA,BARCELONETA,1,490,233,233,0,124,20,89,20,89,53.218884,8.583691,38.197425,47.55102,"{""bertucci_quijada"":89,""falcon"":20}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060803013,60803013,ESCUELA NACIONAL MAMA EULALIA II,BOLIVAR,ANGOSTURA,BARCELONETA,1,184,72,72,0,51,7,14,7,14,70.833333,9.722222,19.444444,39.130435,"{""bertucci_quijada"":14,""falcon"":7}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060803014,60803014,ESCUELA BASICA NACIONAL UNITARIA LA FRITERA,BOLIVAR,ANGOSTURA,BARCELONETA,1,192,99,99,0,70,3,26,3,26,70.707071,3.030303,26.262626,51.5625,"{""bertucci_quijada"":26,""falcon"":3}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060804001,60804001,ESCUELA BASICA SANTA BARBARA,BOLIVAR,ANGOSTURA,SANTA BARBARA,3,1798,855,850,5,422,136,292,136,292,49.647059,16.0,34.352941,47.552836,"{""bertucci_quijada"":292,""falcon"":136}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060804002,60804002,ESCUELA INTEGRAL BOLIVARIANA NUEVA FORTUNA,BOLIVAR,ANGOSTURA,SANTA BARBARA,1,289,77,77,0,47,12,18,12,18,61.038961,15.584416,23.376623,26.643599,"{""bertucci_quijada"":18,""falcon"":12}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060804004,60804004,ESCUELA MUNICIPAL LA GRAN VIA,BOLIVAR,ANGOSTURA,SANTA BARBARA,1,145,27,27,0,16,10,1,10,1,59.259259,37.037037,3.703704,18.62069,"{""bertucci_quijada"":1,""falcon"":10}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901001,60901001,UNIDAD EDUCATIVA COMERCIAL NICOLAS MESA,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,3,1764,370,361,9,210,82,69,82,69,58.171745,22.714681,19.113573,20.975057,"{""bertucci_quijada"":69,""falcon"":82}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901003,60901003,ESCUELA NACIONAL CONCENTRADA NUMERO 1081 URIMAN,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,2,804,79,79,0,47,13,19,13,19,59.493671,16.455696,24.050633,9.825871,"{""bertucci_quijada"":19,""falcon"":13}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901004,60901004,ESCUELA UNITARIA EULOGIO DE VILLARRIN,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,1,794,172,172,0,111,38,23,38,23,64.534884,22.093023,13.372093,21.662469,"{""bertucci_quijada"":23,""falcon"":38}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901005,60901005,ESCUELA CONCENTRADA NERI 486,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,1,174,58,58,0,30,11,17,11,17,51.724138,18.965517,29.310345,33.333333,"{""bertucci_quijada"":17,""falcon"":11}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901006,60901006,ESCUELA NACIONAL BASICA  DOCTOR JUAN DE HOLQUINST,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,3,2278,547,530,17,306,125,99,125,99,57.735849,23.584906,18.679245,24.012291,"{""bertucci_quijada"":99,""falcon"":125}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901007,60901007,ESCUELA NACIONAL WARIWANTEY,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,1,247,87,87,0,57,16,14,16,14,65.517241,18.390805,16.091954,35.222672,"{""bertucci_quijada"":14,""falcon"":16}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901008,60901008,ESCUELA MISION CAPUCHINO KUANA,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,1,81,17,17,0,12,2,3,2,3,70.588235,11.764706,17.647059,20.987654,"{""bertucci_quijada"":3,""falcon"":2}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901010,60901010,ESCUELA CONCENTRADA APOIPO NERI 486,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,1,300,74,73,1,62,5,6,5,6,84.931507,6.849315,8.219178,24.666667,"{""bertucci_quijada"":6,""falcon"":5}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901011,60901011,ESCUELA BASICA NACIONAL KANAVAYEN,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,1,744,257,255,2,159,66,30,66,30,62.352941,25.882353,11.764706,34.543011,"{""bertucci_quijada"":30,""falcon"":66}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901012,60901012,ESCUELA NACIONAL CONCENTRADA NERI MAPAURI,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,1,221,87,86,1,78,2,6,2,6,90.697674,2.325581,6.976744,39.366516,"{""bertucci_quijada"":6,""falcon"":2}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901013,60901013,ESCUELA UNITARIA MAURAK NACIONAL SIN NUMERO,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,1,687,248,247,1,175,51,21,51,21,70.850202,20.647773,8.502024,36.098981,"{""bertucci_quijada"":21,""falcon"":51}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
060901014,60901014,OFICINA  NACIONAL DE IDENTIFICACIÒN Y EXTRANJERIA DE SANTA ELENA DE UAIREN,BOLIVAR,GRAN SABANA,SANTA ELENA DE UAIREN,2,1091,240,234,6,120,55,59,55,59,51.282051,23.504274,25.213675,21.998167,"{""bertucci_quijada"":59,""falcon"":55}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
